Course number	Course name	Units	Department	Description	Instructors	Days	Start time	End time	Location
70-503	Independent Study in Marketing	None	Business Administration	Students with a special interest in Marketing not covered by a formal Business course may develop an Independent Study Course in that area.  Readings and work to be completed are by agreement between the student and an individual faculty member.  Enrollment by permission of the BA Program.	George Burton Hollifield	NA	NA	NA	NA
70-503	Independent Study in Marketing	None	Business Administration	Students with a special interest in Marketing not covered by a formal Business course may develop an Independent Study Course in that area.  Readings and work to be completed are by agreement between the student and an individual faculty member.  Enrollment by permission of the BA Program.	J Mcginnis	NA	NA	NA	NA
70-504	Independent Study in Organizational Behavior	None	Business Administration	Students with a special interest in Organizational Behavior not covered by a formal Business course may develop an Independent Study Course in that area.  Readings and work to be completed are by agreement between the student and an individual faculty member.  Enrollment by permission of the BA Program.	George Burton Hollifield	NA	NA	NA	NA
70-504	Independent Study in Organizational Behavior	None	Business Administration	Students with a special interest in Organizational Behavior not covered by a formal Business course may develop an Independent Study Course in that area.  Readings and work to be completed are by agreement between the student and an individual faculty member.  Enrollment by permission of the BA Program.	J Mcginnis	NA	NA	NA	NA
70-505	Independent Study in Finance	None	Business Administration	Students with a special interest in Finance not covered by a formal Business course may develop an Independent Study Course in that area.  Readings and work to be completed are by agreement between the student and an individual faculty member.  Enrollment by permission of the BA Program.	George Burton Hollifield	NA	NA	NA	NA
70-505	Independent Study in Finance	None	Business Administration	Students with a special interest in Finance not covered by a formal Business course may develop an Independent Study Course in that area.  Readings and work to be completed are by agreement between the student and an individual faculty member.  Enrollment by permission of the BA Program.	J Mcginnis	NA	NA	NA	NA
70-506	Independent Study Management Information Systems	None	Business Administration	Students with a special interest in Management Information Systems not covered by a formal Business course may develop an Independent Study Course in that area.  Readings and work to be completed are by agreement between the student and an individual faculty member.  Enrollment by permission of the BA Program.	George Burton Hollifield	NA	NA	NA	NA
70-506	Independent Study Management Information Systems	None	Business Administration	Students with a special interest in Management Information Systems not covered by a formal Business course may develop an Independent Study Course in that area.  Readings and work to be completed are by agreement between the student and an individual faculty member.  Enrollment by permission of the BA Program.	J Mcginnis	NA	NA	NA	NA
70-507	Independent Study in Business Communications	None	Business Administration	Students with a special interest in Business Communications not covered by a formal Business course may develop an Independent Study Course in that area.  Readings and work to be completed are by agreement between the student and an individual faculty member.  Enrollment by permission of the BA Program.	George Burton Hollifield	NA	NA	NA	NA
70-507	Independent Study in Business Communications	None	Business Administration	Students with a special interest in Business Communications not covered by a formal Business course may develop an Independent Study Course in that area.  Readings and work to be completed are by agreement between the student and an individual faculty member.  Enrollment by permission of the BA Program.	J Mcginnis	NA	NA	NA	NA
70-508	Independent Study in International Management	None	Business Administration	Missing Course Description - please contact the teaching department.	John Hooker	NA	NA	NA	NA
70-508	Independent Study in International Management	None	Business Administration	Missing Course Description - please contact the teaching department.	J Mcginnis	NA	NA	NA	NA
70-509	Independent Study in Entrepreneurship	None	Business Administration	Students with a special interest in entrepreneurship and innovation not covered by a formal business course may develop an Independent Study Course in that area.  Readings and work to be completed are by agreement between the student and an individual faculty member.  Enrollment by permission of the BA Program.	George Burton Hollifield	NA	NA	NA	NA
70-509	Independent Study in Entrepreneurship	None	Business Administration	Students with a special interest in entrepreneurship and innovation not covered by a formal business course may develop an Independent Study Course in that area.  Readings and work to be completed are by agreement between the student and an individual faculty member.  Enrollment by permission of the BA Program.	J Mcginnis	NA	NA	NA	NA
70-514	Independent Study: Graphic Media Management	None	Business Administration	This course enables students to independently pursue special topics related to graphic media. Enrollment is by permission of the Instructor and the Executive Director of the Business Administration program. Formerly course number 70-650.	Anthony Stanton	NA	NA	NA	NA
73-050	Study Abroad	0.0	Economics	This course number is a place holder and assigned to economics students studying abroad by CMUs Office of International Education.	Carol Goldburg	NA	NA	NA	NA
73-100	Principles of Economics	9.0	Economics	Literally, an introduction to economic principles, the goal of this course is to give students an understanding as to what constitutes good economic thinking.  This thought process is grounded in the construction and use of economics models.  Drawing on issues in both microeconomics and macroeconomics, fundamental principles are shown to transcend  particular examples and allow the field to be seen as a coherent, unified whole.  (Lecture, 2 hours; Recitation, 1 hour).	Christopher Sleet<>Onur Kesten<>Carol Goldburg	1<>3	1130	2420	DH 2210
73-100	Principles of Economics	9.0	Economics	Literally, an introduction to economic principles, the goal of this course is to give students an understanding as to what constitutes good economic thinking.  This thought process is grounded in the construction and use of economics models.  Drawing on issues in both microeconomics and macroeconomics, fundamental principles are shown to transcend  particular examples and allow the field to be seen as a coherent, unified whole.  (Lecture, 2 hours; Recitation, 1 hour).	Christopher Sleet<>Onur Kesten<>Carol Goldburg	1<>3	1230	0120	DH 2210
73-100	Principles of Economics	9.0	Economics	Literally, an introduction to economic principles, the goal of this course is to give students an understanding as to what constitutes good economic thinking.  This thought process is grounded in the construction and use of economics models.  Drawing on issues in both microeconomics and macroeconomics, fundamental principles are shown to transcend  particular examples and allow the field to be seen as a coherent, unified whole.  (Lecture, 2 hours; Recitation, 1 hour).	Stephen Calabrese	0<>2	1500	1550	CMB 1213
73-101	Freshman Seminar	9.0	Economics	A topics-based course for first-year students. This course is not a supplement nor a replacement for Principles of Economics.  Instead, it meant to introduce students to how social scientists (particularly economists) examine governments, societies, markets, and organizations.  Subjects discussed vary from year-to-year and from instructor-to-instructor; recent subjects include behavioral economics, environmental policy, defining progress, and more.  (Seminar, 3 hours)	Carol Goldburg	2<>4	1030	1150	PH A19
73-111	Internship I	None	Economics	By permission of the Undergraduate Economics Program.	Instructor TBA	NA	NA	NA	NA
73-112	Internship II	3.0	Economics	By permission of the Undergraduate Economics Program.	Instructor TBA	NA	NA	NA	NA
73-230	Intermediate Microeconomics	9.0	Economics	This course is a calculus-based study of microeconomics.  Topics in partial equilibrium analysis include supply and demand, consumer theory, theory of the firm, profit maximizing behavior, monopoly theory, and perfect competition.  The course concludes with an introduction to general equilibrium analysis and the welfare laws.  (Lecture, 3 hours; Recitation, 1 hour).  Minimum grade standard of C applies only to economics courses.	Serra Boranbay Akan	1<>3	0900	1020	POS MN AUD
73-230	Intermediate Microeconomics	9.0	Economics	This course is a calculus-based study of microeconomics.  Topics in partial equilibrium analysis include supply and demand, consumer theory, theory of the firm, profit maximizing behavior, monopoly theory, and perfect competition.  The course concludes with an introduction to general equilibrium analysis and the welfare laws.  (Lecture, 3 hours; Recitation, 1 hour).  Minimum grade standard of C applies only to economics courses.	Karam Kang	1<>3	1030	1150	POS MN AUD
73-240	Intermediate Macroeconomics	9.0	Economics	Through macroeconomic models built upon microeconomic foundations, insights are developed into economic growth processes and business cycles.  Topics include aggregation and measurement, national income, business cycle measurement, economic welfare theorems and social inefficiencies, the effect of government fiscal policy upon employment and productivity, and the relationship between investment, interest rates and economic growth.  (Lecture, 3 hours; Recitation, 1 hour). Minimum grade standard of C applies of only to economics courses.	Shu Lin Wee	1<>3	1330	1450	POS MN AUD
73-240	Intermediate Macroeconomics	9.0	Economics	Through macroeconomic models built upon microeconomic foundations, insights are developed into economic growth processes and business cycles.  Topics include aggregation and measurement, national income, business cycle measurement, economic welfare theorems and social inefficiencies, the effect of government fiscal policy upon employment and productivity, and the relationship between investment, interest rates and economic growth.  (Lecture, 3 hours; Recitation, 1 hour). Minimum grade standard of C applies of only to economics courses.	Shu Lin Wee	1<>3	1500	1620	POS MN AUD
73-240	Intermediate Macroeconomics	9.0	Economics	Through macroeconomic models built upon microeconomic foundations, insights are developed into economic growth processes and business cycles.  Topics include aggregation and measurement, national income, business cycle measurement, economic welfare theorems and social inefficiencies, the effect of government fiscal policy upon employment and productivity, and the relationship between investment, interest rates and economic growth.  (Lecture, 3 hours; Recitation, 1 hour). Minimum grade standard of C applies of only to economics courses.	Stephen Calabrese	0<>2	0930	1020	CMB 1213
73-255	Independent Study	None	Economics	The Independent Study course in economics allows the student to pursue his or her own research interests in any of a variety of topics in economics. A typical independent study course involves a semester long project under the supervision of an appropriate faculty advisor. The nature and scope of the project are determined by the student and faculty advisor. Minimum grade standard of C applies only to economics courses.	Carol Goldburg	NA	NA	NA	NA
73-270	Writing for Economists	9.0	Economics	A writing course specifically designed for third-year Economics majors and additional majors. Students gain experience with technical writing techniques and skills needed for both their senior thesis and their eventual professional careers. The course emphasizes both individual and group projects. (Lecture, 3 hours). Minimum grade standard of C applies only to economics courses.	V.Emily Stark	2<>4	1200	0120	PH A18A
73-270	Writing for Economists	9.0	Economics	A writing course specifically designed for third-year Economics majors and additional majors. Students gain experience with technical writing techniques and skills needed for both their senior thesis and their eventual professional careers. The course emphasizes both individual and group projects. (Lecture, 3 hours). Minimum grade standard of C applies only to economics courses.	Joseph Rudman	2<>4	1330	1450	WEH 5316
73-305	Upper Level Economics Elective Transfer Credit	None	Economics	This number holds a place for upper level economics elective (non study abroad) transfer credit courses so that these courses can be used in the academic audit system.	Instructor TBA	NA	NA	NA	NA
73-328	Health Economics	12.0	Economics	This course will teach the student to use economic analysis to understand critical issues in health care and and health policy. We will address issues such as the following:   1. What factors best explain the level and rate of growth of U.S. health expenditures?   2. Does the recent high rate of growth of U.S. health care expenditures make U.S. firms less competitive in international markets?   3. What are some of the likely consequences (intended and unintended) of the proposed reforms to Medicare?   4. Can physicians induce demand for their services?   5. What are the impacts of managed care on the health care system?   6. Do strong affiliations between physicians and health plans hurt competition?    (Lecture, 3 hours). Minimum grade standard of C applies only to economics courses.	Martin Gaynor	2<>4	0900	1020	HBH 1007
73-347	Game Theory for Economists	9.0	Economics	An introduction to the theory of non-cooperative games with an emphasis on economic applications. After an initial examination of two-person, zero-sum games, the notion of a Nash equilibrium in an n-person, non-cooperative game is considered. Existence of and refinements to the equilibrium concept are discussed in the context of both normal and extensive form games. Economic applications may include various topics, including Cournot and Bertrand oligopoly models, general competitive exchange equilibrium, and free rider problems.  (Lecture, 3 hours). Minimum grade standard of C applies only to economics courses.	Isa Hafalir	2<>4	1330	1450	WEH 5409
73-352	Public Economics	9.0	Economics	In this course, students analyze the role of governments in market economies and their impact on the behavior and welfare of citizens. Reasons for government intervention in markets are examined in light of some of the economic challenges faced by modern societies in an increasingly globalized marketplace. Topics include: taxation and expenditure policies, externalities and market failure, social security, public assistance and income redistribution programs. There will also be some coverage of the role of local governments in the economy with respect to such issues as crime, urban development and education.  (Lecture, 3 hours). Minimum grade standard of C applies only to economics courses.	Christina Fong	1<>3	1330	1450	DH 1117
73-359	Benefit-Cost Analysis	9.0	Economics	The evaluation of public private sector projects. The theory of benefit-cost analysis and related techniques, such as cost-effectiveness analysis. Attention is given to such issues as valuing goods and services that are not normally traded in the marketplace (e.g., the value of an individuals life) and the social rate of discount. Applications are considered in detail.    (Lecture, 3 hours). Minimum grade standard of C applies only to economics courses.	Stephen Calabrese	1<>3	1630	1750	CMB 1199
73-365	Firms, Market Structures, and Strategy	9.0	Economics	This course is concerned with the economic analysis of industrial markets that are not perfectly competitive. The effects of imperfect competition on firms decisions (pricing, location, advertising, research and development, among others) are reviewed. Implications of these effects in terms of public policy are also discussed from a variety of perspectives. Finally, applications to actual markets are considered.  (Lecture, 3 hours). Minimum grade standard of C applies only to economics courses.	Yaroslav Kryukov	1<>3	1030	1150	WEH 4709
73-374	Econometrics II	9.0	Economics	The material covered in this course extends from the material covered in Econometrics I (73-274).  The course will include both the theory behind the methods and a hands-on analysis of actual data, providing students the tools for both research and industry jobs. Theories and methodologies covered will include:   nonlinear regression models, qualitative response regression models, panel data estimators, simultaneous-equation models, and time series.  (Lecture, 3 hours; Recitation, 1 hour). Minimum grade standard of C applies only to economics courses. Note: Offered for the first time in the Fall 2016 semester.	David Childers	1<>3	1200	0120	SH 214
73-374	Econometrics II	9.0	Economics	The material covered in this course extends from the material covered in Econometrics I (73-274).  The course will include both the theory behind the methods and a hands-on analysis of actual data, providing students the tools for both research and industry jobs. Theories and methodologies covered will include:   nonlinear regression models, qualitative response regression models, panel data estimators, simultaneous-equation models, and time series.  (Lecture, 3 hours; Recitation, 1 hour). Minimum grade standard of C applies only to economics courses. Note: Offered for the first time in the Fall 2016 semester.	David Childers	1<>3	1330	1450	NA
73-401	Study Abroad Upper Level Economics Elective	None	Economics	This number holds a place for upper level economics elective study abroad transfer credit courses so that these courses can be used in the academic audit system.	Instructor TBA	NA	NA	NA	NA
73-402	Study Aboard Upper Level Economics Elective	None	Economics	This number holds a place for upper level economics elective study abroad transfer credit courses so that these courses can be used in the academic audit system.	Instructor TBA	NA	NA	NA	NA
73-403	Study Aboard Upper Level Economics Elective	None	Economics	This number holds a place for upper level economics elective study abroad transfer credit courses so that these courses can be used in the academic audit system.	Instructor TBA	NA	NA	NA	NA
73-404	Study Aboard Upper Level Economics Elective	None	Economics	This number holds a place for upper level economics elective study abroad transfer credit courses so that these courses can be used in the academic audit system.	Instructor TBA	NA	NA	NA	NA
73-421	Emerging Markets	9.0	Economics	The aim of the course is to understand the economic, political and institutional forces that spur or hinder business activity and success in emerging economies. The course is designed to provide an overview of fiscal, monetary, trade and labor market policies adopted in emerging economies and how these policies have impacted and continue to impact small and large businesses, investment opportunities and the growth potential of these countries. The course will focus on successful emerging economies such as India, China, Chile, Brazil, with broader lessons and comparisons drawn from developed countries, as well as from failures in other developing nations. (Lecture, 3 hours). Minimum grade standard of C applies only to economics courses.	Laurence Ales	1<>3	1500	1620	SH 219
73-449	Social, Economic and Information Networks	9.0	Economics	Interaction is a fundamental part of social science: firms market products to consumers, people share opinions and information with their friends, workers collaborate on projects, agents form alliances and coalitions. In this course, we will use the emerging field of social networks to put structure on this diverse mass of connections. Using a mixture of theoretical, empirical, and computational methods, we will learn about the structure and function of social networks. We will look at how an individuals position in a social network reflects her role in the community. We will learn to identify tastemakers and trendsetters by looking at how information moves through our increasingly connected society. We will consider how our own position in the social network affects our behavior, opinions, and outcomes. And we will explore where social networks come from, and what affects their structure. The material in this course will be interdisciplinary, drawn from the fields of math, computer science, physics, sociology, political science, and economics. By the end of the course, you will have the tools and knowledge needed to analyze social networks on your own. The course is capped with a project where you will use your skills to answer your own questions. (Lecture, 3 hours). Minimum grade standard of C applies only to economics courses.	Katharine Anderson	2<>4	1200	0120	WEH 4623
73-450	Economics Colloquium	1.0	Economics	Economics majors meet for one hour each week to hear discussions on current research by faculty or students, presentations on economics from economists outside academia, and expository talks on selected economics topics not part of the usual curricula. Also will include topics of special interest to undergraduates such as preparation for graduate school and topics in the press. (Colloquium, 1 hour)	Kathleen Conway	2	1530	1620	MM 103
73-451	Economics Colloquium Independent Study	1.0	Economics	This course is an independent study for the economics colloquium.	Kathleen Conway	NA	NA	NA	NA
73-469	Global Electronic Markets: Economics and the Internet	9.0	Economics	The information revolution brought about by the Internet is having a dramatic impact on the organization of economic activity. Long-term contractual relationships that once governed corporate procurement are being dismantled as manufacturers use the Internet to market directly to the public. New transportation networks that used to simply move goods from point A to point B are evolving into dynamic inventory pipelines that allow manufacturers to track and even reroute shipments in real time. At the same time, individuals are making use of sophisticated search engines to comparison shop at a scale that would have been physically exhausting even five years ago. In the Economics of E-commerce, we will use the basic tools of economic analysis to understand how and why the changes in information technology are reshaping the economic landscape.  (Lecture, 3 hours). Minimum grade standard of C applies only to economics courses.	Stephen Spear	2<>4	1030	1150	POS MN AUD
73-476	American Economic History	9.0	Economics	The study of economic history provides important perspective on current economic institutions and policies. A failure to understand the historical evolution of economic institutions or the variety of past economic experience is perhaps the worst shortcoming of many economists. The study of economic history provides an opportunity to test currently fashionable theories against data different from those used in their construction. In fact, this is a course in applied economics. The theories developed in the intermediate courses will be applied to episodes from the past in ways that increase understanding both of the specific historical episodes considered and the economic theories employed.  (Lecture, 3 hours). Minimum grade standard of C applies only to economics courses.	Karen Clay	2<>4	0900	1020	CFA 102
73-495	Advanced Independent Study in Economics	None	Economics	The Independent Study course in economics allows the student to pursue his or her own research interests in any of a variety of topics in economics. A typical independent study course involves a semester long project under the supervision of an appropriate faculty advisor. The nature and scope of the project are determined by the student and faculty advisor. Minimum grade standard of C applies only to economics courses.	Instructor TBA	NA	NA	NA	NA
73-497	Senior Project	9.0	Economics	A fourth-year project course, open only to Economics primary and additional majors with Senior standing.  Minimum grade standard of C applies only to economics courses.	Karam Kang	2<>4	1500	1620	WEH 4623
73-500	Tepper College Honors Thesis I	None	Economics	Economics majors with outstanding academic records and intellectual promise will be given the opportunity to undertake original research under the direction of individual faculty members.  Research topics are selected by students and approved by faculty.    Prerequisites: Senior standing in the Economics Program and permission of the Economics faculty.	Carol Goldburg	NA	NA	NA	NA
76-050	Study Abroad	0.0	English	None	Instructor TBA	NA	NA	NA	NA
76-100	Reading and Writing in an Academic Context	9.0	English	76-100 is an academic reading and writing course for multilingual students, especially those who are not native speakers of English or who consider English to be their weaker language.  The course, designed as a prerequisite for 76-101, emphasizes reading comprehension strategies for reading a variety of text types in English (e.g., journalism, textbook selections, popular press arguments, and academic journal articles). Throughout the semester, students use these sources to write summaries and short position papers. The course introduces students to readers expectations for North American rhetorical style at the sentence, paragraph, and whole text or genre levels.  Within the course we discuss explicit genre and linguistic norms for writing in academic English so that writers can connect with their readers.  Students who take this course qualify through an online placement test that is administered through the university prior to the fall semester. (All sections are offered MWF).  Each 76-100 course is structured by the reading and writing objectives of the course as well as a vocabulary for writing in English, but some courses present different themes (or content) in their readings.	Katharine Burns	1<>3<>5	0930	1020	BH A54
76-100	Reading and Writing in an Academic Context	9.0	English	76-100 is an academic reading and writing course for multilingual students, especially those who are not native speakers of English or who consider English to be their weaker language.  The course, designed as a prerequisite for 76-101, emphasizes reading comprehension strategies for reading a variety of text types in English (e.g., journalism, textbook selections, popular press arguments, and academic journal articles). Throughout the semester, students use these sources to write summaries and short position papers. The course introduces students to readers expectations for North American rhetorical style at the sentence, paragraph, and whole text or genre levels.  Within the course we discuss explicit genre and linguistic norms for writing in academic English so that writers can connect with their readers.  Students who take this course qualify through an online placement test that is administered through the university prior to the fall semester. (All sections are offered MWF).  Each 76-100 course is structured by the reading and writing objectives of the course as well as a vocabulary for writing in English, but some courses present different themes (or content) in their readings.	Katharine Burns	1<>3<>5	1030	1120	PH A19A
76-100	Reading and Writing in an Academic Context	9.0	English	76-100 is an academic reading and writing course for multilingual students, especially those who are not native speakers of English or who consider English to be their weaker language.  The course, designed as a prerequisite for 76-101, emphasizes reading comprehension strategies for reading a variety of text types in English (e.g., journalism, textbook selections, popular press arguments, and academic journal articles). Throughout the semester, students use these sources to write summaries and short position papers. The course introduces students to readers expectations for North American rhetorical style at the sentence, paragraph, and whole text or genre levels.  Within the course we discuss explicit genre and linguistic norms for writing in academic English so that writers can connect with their readers.  Students who take this course qualify through an online placement test that is administered through the university prior to the fall semester. (All sections are offered MWF).  Each 76-100 course is structured by the reading and writing objectives of the course as well as a vocabulary for writing in English, but some courses present different themes (or content) in their readings.	Alexis Adams	1<>3<>5	1130	2420	WEH 5304
76-100	Reading and Writing in an Academic Context	9.0	English	76-100 is an academic reading and writing course for multilingual students, especially those who are not native speakers of English or who consider English to be their weaker language.  The course, designed as a prerequisite for 76-101, emphasizes reading comprehension strategies for reading a variety of text types in English (e.g., journalism, textbook selections, popular press arguments, and academic journal articles). Throughout the semester, students use these sources to write summaries and short position papers. The course introduces students to readers expectations for North American rhetorical style at the sentence, paragraph, and whole text or genre levels.  Within the course we discuss explicit genre and linguistic norms for writing in academic English so that writers can connect with their readers.  Students who take this course qualify through an online placement test that is administered through the university prior to the fall semester. (All sections are offered MWF).  Each 76-100 course is structured by the reading and writing objectives of the course as well as a vocabulary for writing in English, but some courses present different themes (or content) in their readings.	Nour Kweider	1<>3<>5	1130	2420	DH 2122
76-100	Reading and Writing in an Academic Context	9.0	English	76-100 is an academic reading and writing course for multilingual students, especially those who are not native speakers of English or who consider English to be their weaker language.  The course, designed as a prerequisite for 76-101, emphasizes reading comprehension strategies for reading a variety of text types in English (e.g., journalism, textbook selections, popular press arguments, and academic journal articles). Throughout the semester, students use these sources to write summaries and short position papers. The course introduces students to readers expectations for North American rhetorical style at the sentence, paragraph, and whole text or genre levels.  Within the course we discuss explicit genre and linguistic norms for writing in academic English so that writers can connect with their readers.  Students who take this course qualify through an online placement test that is administered through the university prior to the fall semester. (All sections are offered MWF).  Each 76-100 course is structured by the reading and writing objectives of the course as well as a vocabulary for writing in English, but some courses present different themes (or content) in their readings.	Aurora Tsai	1<>3<>5	1230	0120	WEH 4625
76-100	Reading and Writing in an Academic Context	9.0	English	76-100 is an academic reading and writing course for multilingual students, especially those who are not native speakers of English or who consider English to be their weaker language.  The course, designed as a prerequisite for 76-101, emphasizes reading comprehension strategies for reading a variety of text types in English (e.g., journalism, textbook selections, popular press arguments, and academic journal articles). Throughout the semester, students use these sources to write summaries and short position papers. The course introduces students to readers expectations for North American rhetorical style at the sentence, paragraph, and whole text or genre levels.  Within the course we discuss explicit genre and linguistic norms for writing in academic English so that writers can connect with their readers.  Students who take this course qualify through an online placement test that is administered through the university prior to the fall semester. (All sections are offered MWF).  Each 76-100 course is structured by the reading and writing objectives of the course as well as a vocabulary for writing in English, but some courses present different themes (or content) in their readings.	Margaret Goss	1<>3<>5	1330	1420	PH A19A
76-100	Reading and Writing in an Academic Context	9.0	English	76-100 is an academic reading and writing course for multilingual students, especially those who are not native speakers of English or who consider English to be their weaker language.  The course, designed as a prerequisite for 76-101, emphasizes reading comprehension strategies for reading a variety of text types in English (e.g., journalism, textbook selections, popular press arguments, and academic journal articles). Throughout the semester, students use these sources to write summaries and short position papers. The course introduces students to readers expectations for North American rhetorical style at the sentence, paragraph, and whole text or genre levels.  Within the course we discuss explicit genre and linguistic norms for writing in academic English so that writers can connect with their readers.  Students who take this course qualify through an online placement test that is administered through the university prior to the fall semester. (All sections are offered MWF).  Each 76-100 course is structured by the reading and writing objectives of the course as well as a vocabulary for writing in English, but some courses present different themes (or content) in their readings.	Andrew Gordon	2<>4	0900	1020	PH A19A
76-100	Reading and Writing in an Academic Context	9.0	English	76-100 is an academic reading and writing course for multilingual students, especially those who are not native speakers of English or who consider English to be their weaker language.  The course, designed as a prerequisite for 76-101, emphasizes reading comprehension strategies for reading a variety of text types in English (e.g., journalism, textbook selections, popular press arguments, and academic journal articles). Throughout the semester, students use these sources to write summaries and short position papers. The course introduces students to readers expectations for North American rhetorical style at the sentence, paragraph, and whole text or genre levels.  Within the course we discuss explicit genre and linguistic norms for writing in academic English so that writers can connect with their readers.  Students who take this course qualify through an online placement test that is administered through the university prior to the fall semester. (All sections are offered MWF).  Each 76-100 course is structured by the reading and writing objectives of the course as well as a vocabulary for writing in English, but some courses present different themes (or content) in their readings.	Maria Pia Gomez Laich	2<>4	1200	0120	PH A19C
76-100	Reading and Writing in an Academic Context	9.0	English	76-100 is an academic reading and writing course for multilingual students, especially those who are not native speakers of English or who consider English to be their weaker language.  The course, designed as a prerequisite for 76-101, emphasizes reading comprehension strategies for reading a variety of text types in English (e.g., journalism, textbook selections, popular press arguments, and academic journal articles). Throughout the semester, students use these sources to write summaries and short position papers. The course introduces students to readers expectations for North American rhetorical style at the sentence, paragraph, and whole text or genre levels.  Within the course we discuss explicit genre and linguistic norms for writing in academic English so that writers can connect with their readers.  Students who take this course qualify through an online placement test that is administered through the university prior to the fall semester. (All sections are offered MWF).  Each 76-100 course is structured by the reading and writing objectives of the course as well as a vocabulary for writing in English, but some courses present different themes (or content) in their readings.	Maria Pia Gomez Laich	2<>4	1030	1150	SH 212
76-100	Reading and Writing in an Academic Context	9.0	English	76-100 is an academic reading and writing course for multilingual students, especially those who are not native speakers of English or who consider English to be their weaker language.  The course, designed as a prerequisite for 76-101, emphasizes reading comprehension strategies for reading a variety of text types in English (e.g., journalism, textbook selections, popular press arguments, and academic journal articles). Throughout the semester, students use these sources to write summaries and short position papers. The course introduces students to readers expectations for North American rhetorical style at the sentence, paragraph, and whole text or genre levels.  Within the course we discuss explicit genre and linguistic norms for writing in academic English so that writers can connect with their readers.  Students who take this course qualify through an online placement test that is administered through the university prior to the fall semester. (All sections are offered MWF).  Each 76-100 course is structured by the reading and writing objectives of the course as well as a vocabulary for writing in English, but some courses present different themes (or content) in their readings.	Adam Hodges	0<>2<>4	0830	0920	CMB 2049
76-100	Reading and Writing in an Academic Context	9.0	English	76-100 is an academic reading and writing course for multilingual students, especially those who are not native speakers of English or who consider English to be their weaker language.  The course, designed as a prerequisite for 76-101, emphasizes reading comprehension strategies for reading a variety of text types in English (e.g., journalism, textbook selections, popular press arguments, and academic journal articles). Throughout the semester, students use these sources to write summaries and short position papers. The course introduces students to readers expectations for North American rhetorical style at the sentence, paragraph, and whole text or genre levels.  Within the course we discuss explicit genre and linguistic norms for writing in academic English so that writers can connect with their readers.  Students who take this course qualify through an online placement test that is administered through the university prior to the fall semester. (All sections are offered MWF).  Each 76-100 course is structured by the reading and writing objectives of the course as well as a vocabulary for writing in English, but some courses present different themes (or content) in their readings.	Adam Hodges	0<>2<>4	0930	1020	CMB 2049
76-100	Reading and Writing in an Academic Context	9.0	English	76-100 is an academic reading and writing course for multilingual students, especially those who are not native speakers of English or who consider English to be their weaker language.  The course, designed as a prerequisite for 76-101, emphasizes reading comprehension strategies for reading a variety of text types in English (e.g., journalism, textbook selections, popular press arguments, and academic journal articles). Throughout the semester, students use these sources to write summaries and short position papers. The course introduces students to readers expectations for North American rhetorical style at the sentence, paragraph, and whole text or genre levels.  Within the course we discuss explicit genre and linguistic norms for writing in academic English so that writers can connect with their readers.  Students who take this course qualify through an online placement test that is administered through the university prior to the fall semester. (All sections are offered MWF).  Each 76-100 course is structured by the reading and writing objectives of the course as well as a vocabulary for writing in English, but some courses present different themes (or content) in their readings.	Susan Hagan	0<>2<>4	0930	1020	CMB 1031
76-100	Reading and Writing in an Academic Context	9.0	English	76-100 is an academic reading and writing course for multilingual students, especially those who are not native speakers of English or who consider English to be their weaker language.  The course, designed as a prerequisite for 76-101, emphasizes reading comprehension strategies for reading a variety of text types in English (e.g., journalism, textbook selections, popular press arguments, and academic journal articles). Throughout the semester, students use these sources to write summaries and short position papers. The course introduces students to readers expectations for North American rhetorical style at the sentence, paragraph, and whole text or genre levels.  Within the course we discuss explicit genre and linguistic norms for writing in academic English so that writers can connect with their readers.  Students who take this course qualify through an online placement test that is administered through the university prior to the fall semester. (All sections are offered MWF).  Each 76-100 course is structured by the reading and writing objectives of the course as well as a vocabulary for writing in English, but some courses present different themes (or content) in their readings.	Silvia Pessoa	0<>2<>4	0830	0920	CMB 2051
76-100	Reading and Writing in an Academic Context	9.0	English	76-100 is an academic reading and writing course for multilingual students, especially those who are not native speakers of English or who consider English to be their weaker language.  The course, designed as a prerequisite for 76-101, emphasizes reading comprehension strategies for reading a variety of text types in English (e.g., journalism, textbook selections, popular press arguments, and academic journal articles). Throughout the semester, students use these sources to write summaries and short position papers. The course introduces students to readers expectations for North American rhetorical style at the sentence, paragraph, and whole text or genre levels.  Within the course we discuss explicit genre and linguistic norms for writing in academic English so that writers can connect with their readers.  Students who take this course qualify through an online placement test that is administered through the university prior to the fall semester. (All sections are offered MWF).  Each 76-100 course is structured by the reading and writing objectives of the course as well as a vocabulary for writing in English, but some courses present different themes (or content) in their readings.	Dudley Reynolds	0<>2<>4	0830	0920	CMB 1199
76-100	Reading and Writing in an Academic Context	9.0	English	76-100 is an academic reading and writing course for multilingual students, especially those who are not native speakers of English or who consider English to be their weaker language.  The course, designed as a prerequisite for 76-101, emphasizes reading comprehension strategies for reading a variety of text types in English (e.g., journalism, textbook selections, popular press arguments, and academic journal articles). Throughout the semester, students use these sources to write summaries and short position papers. The course introduces students to readers expectations for North American rhetorical style at the sentence, paragraph, and whole text or genre levels.  Within the course we discuss explicit genre and linguistic norms for writing in academic English so that writers can connect with their readers.  Students who take this course qualify through an online placement test that is administered through the university prior to the fall semester. (All sections are offered MWF).  Each 76-100 course is structured by the reading and writing objectives of the course as well as a vocabulary for writing in English, but some courses present different themes (or content) in their readings.	Dudley Reynolds	0<>2<>4	0930	1020	CMB 1199
