Course number	Course name	Units	Department	Description	Instructors	Days	Start time	End time	Location
82115	Beginning Arabic for Oral Communication	6	Modern Languages	"Beginning Arabic for Oral Communication is designed for students who have either taken Arabic for Global Exchange or desire to learn how to orally communicate in Arabic. This course does not teach how to read or write Arabic. It offers students the opportunity to engage in conversation that expands on the linguistic topics offered in Arabic for Global Exchange, using a spoken Arabic that would be widely understood anywhere in the Arab World. The conversation topics include greetings, explaining ones background, formal and informal meetings, eating out and ordering food, shopping and bargaining, using transportation, expressing feelings and opinions, describing things, people, and hobbies, and in addition, students will learn common expressions and their uses."	Nevine Abraham	2	1030	1150	WEH 6423
82131	Elementary Chinese I	12	Modern Languages	"This course is for students with no prior experience in Chinese. Using a proficiency-oriented approach, students will develop contextually appropriate interpersonal communication skills in both written and spoken Chinese, develop reading and listening skills through various media, understand fundamental grammar, acquire vocabulary, and gain a basic understanding of Chinese cultures through class and extracurricular activities. Regular homework, quizzes, tests, and participation in class are mandatory (four in-class hours per week). Students will learn the phonetic transcriptions of Chinese (Pinyin) for speaking and listening as well as Chinese characters for reading and writing. The elementary level is also designed to help students learn to reflect and draw upon strategies used by good language learners in their second language study. A student with prior experience in Chinese must take the placement exam."	Seth Wiener	1<>2<>3<>4<>5	1030	1150	SH 220
82131	Elementary Chinese I	12	Modern Languages	"This course is for students with no prior experience in Chinese. Using a proficiency-oriented approach, students will develop contextually appropriate interpersonal communication skills in both written and spoken Chinese, develop reading and listening skills through various media, understand fundamental grammar, acquire vocabulary, and gain a basic understanding of Chinese cultures through class and extracurricular activities. Regular homework, quizzes, tests, and participation in class are mandatory (four in-class hours per week). Students will learn the phonetic transcriptions of Chinese (Pinyin) for speaking and listening as well as Chinese characters for reading and writing. The elementary level is also designed to help students learn to reflect and draw upon strategies used by good language learners in their second language study. A student with prior experience in Chinese must take the placement exam."	Tianxue Yao	0<>1<>2<>3<>4	945	1105	CMB 2049
82132	Elementary Chinese II	12	Modern Languages	"This course is designed for students who have taken first-semester Chinese at Carnegie Mellon or its equivalent by placement. Students will continue developing contextually appropriate interpersonal communication skills in both written and spoken Chinese, developing reading and listening skills through various media, and working toward a deeper understanding of Chinese culture. Work for this course will include the introduction and use of more complicated sentence structures, grammar, and expressions. Students are also encouraged to communicate in longer sentences and write short paragraphs and essays in Chinese. Regular homework, quizzes, tests, and participation in class are mandatory (four in-class hours per week). Students will continue to learn the phonetic transcriptions of Chinese (Pinyin) for speaking and listening as well as Chinese characters for reading and writing. The elementary level is designed to help students learn to reflect and draw upon strategies used by good language learners in their second language study. A student with prior experience in Chinese must take the placement exam."	Gang Liu	1<>2<>3<>4<>5	1200	120	SH 212
82133	Elementary Chinese Online I	12	Modern Languages	"This course is designed for students who need a more flexible approach to language learning than that offered in a standard classroom course. It is designed to help beginners develop communicative competence in the four basic skills of listening, speaking, reading and writing the Chinese language. Basic vocabulary and sentence structures for use in essential daily-life situations, as well as cultural information, are taught through the course materials and assignments. Materials are web-based with extensive use of Internet technologies for listening, reading, and communication. This course is offered in a hybrid mode requiring one 80-minute class per week in addition to weekly 20-minute individual meetings with the instructor or a peer speaking assistant. There is a materials fee for taking this course which is paid by credit card on first log-in to the course website. Students in this class should be prepared to participate in such studies in the course of their classwork. A student with prior experience in Chinese must take the placement exam. Instructions for the placement exam are available in Baker Hall 160.  Prerequisite: None"	Sue-Mei Wu	NA	NA	NA	NA
82134	Elementary Chinese Online II	12	Modern Languages	"This course is the continuation of 82-133, Elementary Chinese I Online. Students will continue learning more useful and complex expressions and sentence structures necessary for use in everyday life. Students will also continue building their skills in listening, speaking, reading, and writing for everyday communication, and their understanding of Chinese culture and society. This course is offered in a hybrid mode requiring one 80-minute class per week in addition to weekly 20-minute individual meetings with the instructor or a peer speaking  assistant. There is a materials fee for taking this course which is paid by credit card on first log-in to the course website. A student with prior experience in Chinese must take the placement exam. Instructions for the placement exam are available in Baker Hall 160. Prerequisite: 82-131 or 82-133 or placement"	Sue-Mei Wu	NA	NA	NA	NA
82135	Elementary Chinese for Heritage Students	9	Modern Languages	"This course is designed for students who have some basic knowledge of spoken Chinese, but know little of how to read and write Chinese. While an integrated approach will be applied to the development of all the four language skills of listening, speaking, reading and writing simultaneously, the focus will be on the intensive study of Chinese characters through reading and writing practice. Based on their speaking and listening abilities, students will learn how to communicate in writing in everyday situations. The cultivation of cultural awareness will also be a focus of this course. At the end of this course, students will be well-equipped to continue their study of Chinese at the intermediate level. A student with prior experience in Chinese must take the placement exam. Prerequisites: Placement by test and Chinese group advisor"	Hsiang-Lan Ho-Chen	1<>2<>3<>4<>5	1030	1150	BH A54
82141	Elementary Spanish I	12	Modern Languages	"Elementary Spanish I is the first part of a two-semester course sequence for beginning students, emphasizing the development of communicative language and cultural competence. Students will work towards improving their writing, reading, listening and speaking abilities in Spanish, such that they become comfortable working with a variety of topics from Spanish-speaking cultural areas. Students will develop basic interactional and routine public communication patterns, frequently working in groups and pairs, and utilizing technologies that enhance learning opportunities and promote skill development. This course also provides extracurricular opportunities to interact with members of the Spanish-speaking community. Four hours of in-class instruction per week are required. A student with prior experience in Spanish must take the placement exam."	Carmen Martinez	1<>2<>3<>4<>5	900	1020	PH A18A
82143	Elementary Spanish I Online	12	Modern Languages	"Elementary Spanish Online I is for beginning students, emphasizing the development of communicative language and cultural competence. Students will work towards improving their writing, reading, listening and speaking abilities in Spanish, such that they become comfortable working with a variety of topics from Spanish-speaking cultural areas. Students will develop basic interactional and routine public communication patterns. This course is designed for students with no previous knowledge of Spanish and who need a more flexible approach to language learning than that offered in a standard classroom course. All materials are Web-based, with extensive use of Internet technologies for research, writing, and communication. During regular semesters, this course is offered in a hybrid mode requiring one 80-minute class per week in addition to weekly 20-minute individual meetings with the instructor or a peer speaking assistant. There is a materials fee for taking this course which is paid by credit card on first log-in to the course website. A student with prior experience in Spanish must take the placement exam."	Therese Tardio	NA	NA	NA	NA
82144	Elementary Spanish II Online	12	Modern Languages	"Elementary Spanish Online II is the second part of a two-course sequence, emphasizing the development of communicative language and cultural competence. Students will work towards improving their writing, reading, listening and speaking abilities in Spanish, such that they become comfortable working with a variety of topics from Spanish-speaking cultural areas. Students will develop basic interactional and routine public communication patterns. This course is designed for students who need a more flexible approach to language learning than that offered in a standard classroom course. All materials are Web-based, with extensive use of Internet technologies for research, writing, and communication. During regular semesters, this course is offered in a hybrid mode requiring one 80-minute class per week in addition to weekly 20-minute individual meetings with the instructor or a peer speaking assistant. There is a materials fee for taking this course which is paid by credit card on first log-in to the course website. A student with prior experience in Spanish must take the placement exam. Instructions for the placement exam are available in Baker Hall 160.  Prerequisite: 82-141 or 82-143 or placement"	Therese Tardio	NA	NA	NA	NA
82161	Elementary Italian I	12	Modern Languages	"This course is for students with no prior experience in Italian. Using a proficiency-oriented approach, students will develop contextually appropriate interpersonal communication skills in both written and spoken Italian, develop reading and listening skills through the use of various media, understand fundamental grammar, acquire vocabulary, and gain a basic understanding of Italian culture through class activities. Regular homework, quizzes, tests, presentations, and class participation are mandatory (four in-class hours per week). The elementary level is also designed to help students learn to reflect and draw upon strategies used by good language learners in their second language study. A student with prior experience in Italian must contact the Department of Modern Languages for placement."	Giovanni Puppo	1<>2<>3<>5	1530	1720	PH 226B
82171	Elementary Japanese I	12	Modern Languages	"This course is the first part of a two-semester course sequence (82-171, 82-172) for students with no prior experience in Japanese. It emphasizes the development of communicative language proficiency through oral practice, aural comprehension, reading, writing, and the study of cultural aspects of Japanese society. Regular homework, quizzes, tests, presentations, and class participation are mandatory (four in-class hours per week). The elementary level is also designed to help students learn to reflect and draw upon strategies used by good language learners in their second language study. A student with prior experience in Japanese must take the placement exam."	Aurora Tsai	1<>2<>3<>4<>5	900	1020	BH A54
82172	Elementary Japanese II	12	Modern Languages	"This course is a sequel to Elementary Japanese I (82-171) and continues to further the development of communicative language proficiency through oral practice, aural comprehension, reading, writing, and the study of cultural aspects of Japanese society. Regular homework, quizzes, tests, presentations, and class participation are mandatory (four in-class hours per week). The elementary level is also designed to help students learn to reflect and draw upon strategies used by good language learners in their second language study. A student with prior experience in Japanese must take the placement exam."	Fang-Chi Scheide	1<>2<>3<>4<>5	900	1020	SH 220
82176	Intensive Japanese Language & Culture: Elementary Level	None	Modern Languages	No course description provided.	Instructor TBA	NA	NA	NA	NA
82191	Elementary Russian I	12	Modern Languages	"This course is for students who have never studied Russian. It begins the Russian language sequence and is offered in the fall semester only. The course takes a communicative approach to teaching basic skills in listening, speaking, reading and writing. Language is presented in communicative contexts illustrating cultural aspects of daily Russian life. The elementary level is also designed to help students learn to reflect and draw upon strategies used by good language learners in their second language study. Daily homework and participation in class are mandatory (four in-class hours per week), as is weekly consultation and conversation practice with a course assistant. A student with prior experience in Russian must take the placement exam."	Naum Kats	1<>2<>3<>4<>5	900	1020	SH 212
82192	Elementary Russian II	12	Modern Languages	"Offered in spring only, this course is designed for students who have taken first-semester Russian at Carnegie Mellon or its equivalent. Students will develop contextually appropriate interpersonal communication skills in both written and spoken Russian, develop reading and listening skills through various media (video, ML server, Internet), understand and begin to control fundamental grammar, acquire vocabulary, and gain a basic understanding of Russian culture. The elementary level is also designed to help students learn to reflect and draw upon strategies employed by good language learners in their second language study. Daily homework and participation in class are mandatory (four in-class hours per week), as is weekly consultation and conversation practice with a peer language assistant. In case of schedule conflict, please contact Professor Castellano at cc62@andrew.cmu.edu. A student with prior experience in Russian must take the placement exam. Instructions for the placement exam are available in Baker Hall 160.  Prerequisite: 82-191 or placement"	Naum Kats	NA	NA	NA	NA
82201	Intermediate French I	9	Modern Languages	"At the intermediate level, students will continue to improve listening, speaking, reading and writing skills with the goal of becoming more proficient in daily and extended communication needs. In addition to an ongoing review of basic grammar, a greater variety of grammar, expressions and complicated sentence structures will be taught so that students can carry on more sophisticated conversations on various topics. In-class activities and homework using authentic texts related to the broad spectrum of French and francophone cultures will be used to integrate language learning with content and culture. Regular homework, quizzes, tests, presentations, essays, and class participation are mandatory. A student with prior experience in French must take the placement exam."	Remi Van Compernolle	NA	NA	NA	NA
82202	Intermediate French II	9	Modern Languages	"At the intermediate level, students will continue to improve listening, speaking, reading and writing skills with the goal of becoming more proficient in daily and extended communication needs. In addition to an ongoing review of basic grammar, a greater variety of grammar, expressions and complicated sentence structures will be taught so that students can carry on more sophisticated conversations on various topics. In-class activities and homework using authentic texts related to the broad spectrum of French and francophone cultures will be used to integrate language learning with content and culture. Regular homework, quizzes, tests, presentations, essays, and class participation are mandatory. A student with prior experience in French must take the placement exam.  Prerequisite: 82-201 or placement"	Instructor TBA	NA	NA	NA	NA
82208	Topics in European Studies	9	Modern Languages	"European Society and Culture Between and After the Two Great Wars of the 20th Century.   How did World War I and World War II change European society and culture? Defining the meaning of Europe or European is complicated, since it refers to both a geographical location and a shared history and cultural identity. Based on an interdisciplinary approach to the multiple regions and countries located on a single continent, the course will equip students with the skills, methods, and concepts essential for a better understanding of European culture, society and thought.  It will focus particularly on such tragic events as World War I and World War II, and the rise and fall of Nazi and Communist regimes and ideologies. Students will learn how to present material effectively, to analyze texts critically and to construct coherent arguments."	Naum Kats	1<>2<>3<>4<>5	1330	1450	SH 222
82211	Intermediate Arabic I	12	Modern Languages	"At the intermediate level, students will continue to improve listening, speaking, reading and writing skills with the goal of becoming more proficient in daily communication needs. In addition to an ongoing review of basic grammar, a greater variety of expressions and complicated sentence structures will be taught so that students can carry on more sophisticated conversations on various topics related to everyday life.  Primary focus will continue to be on Modern Standard Arabic, while continuing to learn the Egyptian and Levantine dialects. In-class and extracurricular activities related to the broad spectrum of Arab culture will be organized to integrate language learning with content and culture. Regular homework, quizzes, tests, presentations, essays, and class participation are mandatory (four in-class hours per week). A student with prior experience in Arabic must be placed into the appropriate course by visiting Baker Hall 160."	Instructor TBA	NA	NA	NA	NA
82231	Intermediate Chinese I	12	Modern Languages	"This course is the continuation of Elementary Chinese II (82-132). At the intermediate level, students will continue to improve the basic skills of listening, speaking, reading and writing with the goal of becoming more proficient in daily communication needs. In addition to an ongoing review of basic grammar, a greater variety of expressions and complicated sentence structures will be taught so that students can carry on more sophisticated daily conversations on various topics related to every day life. While equal emphasis will still be on both Pinyin and characters, students will be encouraged to use more and more Chinese characters with the help of Pinyin for communication. In-class and extracurricular activities related to the broad spectrum of Chinese culture will be organized to facilitate language learning using knowledge of the cultural background of the language. Regular homework, quizzes, tests, presentations, essays, and class participation are mandatory (four in-class hours per week). A student with prior experience in Chinese must take the placement exam."	Xiaofei Tang	1<>2<>3<>4<>5	1030	1150	WEH 4709
82232	Intermediate Chinese II	12	Modern Languages	"This is the second semester of Intermediate Chinese. Its primary goals are to expand students vocabulary and knowledge of grammar of the Chinese language by learning more new words, expressions, and sentence patterns needed for everyday communication and by consolidating their knowledge through oral and written practice in and out of class. In this course, students will participate in classroom discussions in Mandarin Chinese on various topics concerning everyday life and write short paragraphs on those topics using Chinese characters. Different aspects of Chinese culture will also be introduced during the whole semester through multimedia, lectures, and discussions. Regular homework, quizzes, tests, presentations, and class participation are mandatory (four in-class hours per week). A student with prior experience in Chinese must take the placement exam."	Qiong Li	1<>2<>3<>4<>5	1200	120	SH 208
82233	"Foundations of Chinese Culture, Civilization and Customs"	12	Modern Languages	"For much of its long history, China has been known by the rest of the world for its rich ancient civilization, unique language, and important cultural symbols such as Confucius, the Great Wall, and the panda bear. But today, a surging economy, carnivorous consuming power, and the potential of a rising superpower forms a new image of China that has captured the attention of the global community. This course is aimed at opening a window to the Middle Kingdom, juxtaposing its past and present, and developing a greater understanding for the people there for students previously unexposed to Chinese culture and civilization. Areas of focus include the general knowledge of geography, dynasty line, philosophy, religion, life style and values through various channels including videos analysis, selected readings, class discussion, and guided research projects.    This course is conducted in English with no requirement of prior knowledge of Chinese language."	Tianxue Yao	0<>1<>2<>3<>4	1315	1435	CMB 2049
82235	Intermediate Chinese for Heritage Students	9	Modern Languages	"This course is the continuation of Elementary Chinese for Heritage Students (82-135). It is designed to continue using an integrated approach to help students further develop literacy in Chinese. More practice in reading and writing short stories, fables, and other reading passages written with more variety of expressions and complicated sentence structures in Chinese will be the major learning activities in and out of class. Students are also expected to learn the basic components of Chinese characters as well as their origins and cultural implications. Activities related to the broad spectrum of Chinese culture will be organized to facilitate language learning. This course can substitute for 82-232 for the Chinese major and minor. A student with prior experience in Chinese must take the placement exam."	Hsiang-Lan Ho-Chen	1<>2<>3<>4<>5	1200	120	BH A54
82236	Intensive Chinese Language & Culture: Intermediate Level	None	Modern Languages	No course description provided.	Instructor TBA	NA	NA	NA	NA
82253	Korean Culture Through Film	9	Modern Languages	"South Korean cinema became one of the most vibrant local film industries at the end of the last century, attracting great attention from both the public and scholars, not only at home but abroad as well. Intriguingly, its renaissance involves a strong tendency to revisit and reassess a variety of historical traumas from the last century, which makes it an important venue for discussing the evolution of modern Korean society and culture. This course thus explores works of acclaimed filmmakers such as Im Kown-taek, Park Kwang-su, Jang Sun-woo, Hong Sang-soo, Lee Chang-dong, Park Chan-wook, Bong Joon-ho, Kim Ji-woon, etc. to enrich our understanding of social and cultural formations in South Korea over the last century. In examining the voices from the Korean peninsula whose history had remained obscured until recently, this course also aspires to contribute fresh perspectives to broader geopolitical settings such as East Asian and Pacific Rim discourses. Prerequisite: None"	Seung-Hwan Shin	1<>2<>3<>4<>5	1800	1920	WEH 5328
82271	Intermediate Japanese I	12	Modern Languages	"This course is the first part of a two-semester course sequence (82-271, 82-272). At the intermediate level, students will continue to improve the basic skills of listening, speaking, reading and writing skills with the goal of becoming more proficient in daily communication needs, and takes an integrated approach to the study of Japanese language and culture, consisting of grammar review, reading, and intensive practice in written and spoken Japanese. Course materials include authentic audiovisual and written texts in addition to the assigned textbooks. Also integrated are cultural explorations through direct interactions with native speakers. Regular homework, quizzes, tests, presentations, essays, and class participation are mandatory (four in-class hours per week). A student with prior experience in Japanese must take the placement exam."	Yoshihiro Yasuhara	1<>2<>3<>4<>5	900	1020	BH 154A
82272	Intermediate Japanese II	12	Modern Languages	"This course is a sequel to Intermediate Japanese I (82-27182-171). At the intermediate level, students will continue to improve the basic skills of listening, speaking, reading and writing skills with the goal of becoming more proficient in daily communication needs, and takes an integrated approach to the study of Japanese language and culture, consisting of grammar review, reading, and intensive practice in written and spoken Japanese. Course materials include authentic audiovisual and written texts in addition to the assigned textbooks. Also integrated are cultural explorations through direct interactions with native speakers. Regular homework, quizzes, tests, presentations, essays, and class participation are mandatory (four in-class hours per week). A student with prior experience in Japanese must take the placement exam. Prerequisite: 82-271 or placement"	Chisato Ninomiya	1<>2<>3<>4<>5	1630	1750	BH 154A
82273	Introduction to Japanese Language and Culture	9	Modern Languages	"This course is an introduction to modern Japanese. Given the close link between the Japanese language and culture, the examination of the distinctive characteristics of the Japanese language and its sociocultural context provides important insights into contemporary Japan. This course is taught in English and is intended both for individuals who want to gain a better understanding of modern Japanese society, as well as for students of the Japanese language."	Yasufumi Iwasaki	1<>2<>3<>4<>5	900	1020	WEH 5328
82276	Intensive Japanese Language & Culture: Intermediate Level	None	Modern Languages	No course description provided.	Instructor TBA	NA	NA	NA	NA
82278	Japanese Film and Literature: The Art of Storytelling	9	Modern Languages	"This course explores how the art of storytelling is in tandem with the vicissitudes of the human condition as illustrated in Japans variety of fictions, non-fictions, and films in the twentieth and twenty-first centuries. Analyses of each storytelling not only reveal the cultural dynamics behind Japanese modernity, but also invite students to find new insights into Japanese culture and their ways of perceiving our globalized world. What kind of cultural exchanges took place between modern Japan and the West? How are Japans traditional values transformed in the face of modern technicalization and industrialization, compared to the modernization of other countries? And, in turn, what kind of impact has modern Japanese culture had on todays world? Tackling these questions among others, the course also extends to such issues as the legacy of traditional Japanese culture, the modern Emperor system, World War II experiences, emerging voices of minorities, and popular culture (e.g., anime and subculture). This course is taught in English."	Yoshihiro Yasuhara	1<>2<>3<>4<>5	1030	1150	BH 154A
82283	Language Diversity & Cultural Identity	9	Modern Languages	"Culture, language, and identity are intimately tied together. Individuals, families, communities, and nations identify themselves in relation to the language or languages they speak. Local, national, and international governmental organizations make choices about the language or languages they recognize and use for political and economic affairs. The United Nations even recognizes language as integral to maintaining the cultural heritage of communities and peoples around the world, and the freedom to choose ones language of expression as a universal human right.   In this course, we will explore a variety of questions, advantages, and challenges related to language diversity and cultural identity across the globe. Our main focus will be on contexts of multilingualismthat is, contexts in which two or more languages may be used. Adopting a comparative case study approach, we will explore the following themes: (i) The historical underpinnings of language diversity and its consequences for cultural identity today (e.g., migration, colonization, conquest); (ii) How language diversity and cultural identity shapes, and is shaped by, local, regional, national, and international politics; (iii) The relationship between language diversity and language use and visibility in public spaces (i.e., the linguistic landscape); (iv) Relations between linguistic communities (e.g., majority and minority language users) and the sense of belonging to a culture.   The course is taught in English. Students who wish to take the course as a Modern Languages major or minor elective will need to complete their final project on a topic relevant to the language they study."	Remi Van Compernolle	1<>2<>3<>4<>5	1330	1450	SH 208
82291	Intermediate Russian I	9	Modern Languages	"This course is designed for students who have taken two semesters of Russian at Carnegie Mellon or the equivalent. It is offered in the fall only. This course furthers communicative proficiency through intensive practice in written and spoken Russian. Complex grammatical structures and stylistic variations are mastered and extensive vocabulary is acquired. Through reading materials, fictional and non-fictional, acquaintance is made with the basic components of Russian cultural literacy as well as the distinctive cultural aspects of daily Russian life. Attention is directed toward the dynamic interaction of language and culture in order to foster cross-cultural awareness. Attendance is required at three-hourly class meetings per week, as is weekly consultation and conversation practice with a peer language assistant."	Naum Kats	NA	NA	NA	NA
82292	Intermediate Russian II	9	Modern Languages	"This course is designed for students who have taken three semesters of Russian at Carnegie Mellon or the equivalent, and is offered in the spring semester only. The course furthers the study of Russian language and culture through vocabulary expansion and the acquisition of complex grammatical structures and stylistic variations, literary and cultural readings and analysis, and intensive practice in written and spoken Russian in context.  Attention is directed toward the dynamic interaction of language and culture in order to foster cross-cultural awareness. Attendance is required at three-hourly class meetings per week, as is weekly consultation and conversation practice with a peer language assistant. One to two hours per day outside of these meetings must be devoted to study and homework assignments. A student with prior experience in Russian must take the placement exam. Instructions for the placement exam are available in Baker Hall 160. Prerequisite: 82-291 or placement"	Naum Kats	NA	NA	NA	NA
82293	Introduction to Russian Culture	9	Modern Languages	"This repeatable course is designed for both students who know Russian and those who do not and is taught in English; no knowledge of Russian is required. The purpose of the course is to introduce specific developments in the history of Russian culture that account for its distinctive flavor. Past topics include: Russian Fairy Tales; The Russian Avant-garde in Literature, Music and Art; and The History of the Fine Arts in Russia. Attendance at all class meetings and participation in class discussions are required, as are oral presentations and written essays and research papers. Prerequisite: None  FALL 2015: Baba Yaga, Koschei the Immortal, the Firebird, Ivan the Tsarevich:  Russian fairy tales brim over with monsters and magic, witches and devils, heroes and villains, princes and queens. In this course we examine a wide selection of these tales for what they can reveal about Russian cultures ethics, aesthetics, values and habits of mind. Students discover these through four analytical approaches: structural, psychological, feminist and socio-political. Attention is paid to the ways in which fairy tales hold sway in literature and the fine arts from centuries past right through to the present day. Course requirements include primary and secondary readings, oral presentations, written essays, tests and participation in class discussions.  Prerequisite: For students with advanced Russian language skills, 3 additional units can be earned for additional meetings covering reading and writing tasks performed in Russian. Permission of the instructor is required."	Naum Kats	NA	NA	NA	NA
82331	Advanced Chinese I	9	Modern Languages	"This course is designed for students who have reached the intermediate level of proficiency in the use of Chinese language to develop their language competency in all four skills to a more advanced level. Students will expand explicit knowledge of socio-cultural influences on Chinese language use, and be able to apply the knowledge to conduct culturally appropriate spoken and written communication across various social domains and genres. Topics to be covered in this class will be closely related to some current social issues in China, such as population, youth, love  marriage, and popular culture. Students will also develop a repertoire of strategies and resources to assist their learning so that they will be gradually become autonomous learners who are able to conduct independent learning of the Chinese language, culture, history, and society. Classroom discussions and essay writing will be the major forms of work throughout the semester. Research projects on Chinese culture and society are also a requirement so that students will be able to gain a deeper understanding of the cultural background of the language. With Pinyin for support, students will learn both the traditional and simplified forms of Chinese characters."	Gang Liu	1<>2<>3<>4<>5	1030	1150	SH 220
82363	Intensive Italian Language & Culture: Advanced Level	None	Modern Languages	No course description provided.	Instructor TBA	NA	NA	NA	NA
82371	Advanced Japanese I	9	Modern Languages	"This course emphasizes the acquisition of advanced level of communicative language proficiency by immersing students in authentic cultural explorations. The curriculum includes authentic reading texts, multimedia, interviews with native speakers, and viewing and summarizing Japanese films that depict current Japanese society and cultural trends. The course also provides an individualized learning environment throughout the term in improving students language skills and cultural proficiency. Students may pick a topic of personal interest for their term project thesis. A student with prior experience in Japanese must take the placement exam."	Yasufumi Iwasaki	1<>2<>3<>4<>5	1030	1150	WEH 5328
82372	Advanced Japanese II	9	Modern Languages	"This course continues to further improve the acquisition of advanced level communicative language proficiency by immersing students in authentic cultural explorations. The curriculum includes authentic reading texts, multimedia, interviews with native speakers, and viewing and summarizing Japanese films that depict current Japanese society and cultural trends. The course also provides an individualized learning environment throughout the term in improving students language skills and cultural proficiency. Students may pick a topic of personal interest for their term project thesis. A student with prior experience in Japanese must take the placement exam."	Yasufumi Iwasaki	1<>2<>3<>4<>5	1200	120	WEH 5328
82376	Intensive Japanese Language & Culture: Advanced Level	None	Modern Languages	tba	Instructor TBA	NA	NA	NA	NA
82391	Advanced Russian I	9	Modern Languages	"This course seeks to enhance listening-comprehension skills while perfecting the linguistic and stylistic practices of advanced students. Intensive study is made of varied literary, journalistic and colloquial texts in audio-visual and print media. Focus is on rapid vocabulary expansion as well as correction of high frequency syntax errors that persist beyond the intermediate level. Practice with online resources, additional to three class hours per week, is mandatory for the evolution of aural/oral fluency. Written compositions and translations, assigned for homework, are required for the development of grammatical accuracy and stylistic appropriateness. All class discussions are conducted in Russian. Prerequisite or approved equivalent"	Naum Kats	NA	NA	NA	NA
82392	Advanced Russian II	9	Modern Languages	The second part of a two-semester course sequence   Prerequisite or approved equivalent.	Naum Kats	NA	NA	NA	NA
82399	Special Topics: Russian in Context	None	Modern Languages	"This course is designed for students who have completed four semesters of Russian at Carnegie Mellon or for those who have equivalent Russian skills as demonstrated via placement exam. The course focuses on further development of the linguistic and stylistic practices of advanced students based on cultural analysis of Russian literature. Focus is on rapid vocabulary expansion as well as correction of high frequency syntax errors that persist beyond the intermediate level. Written compositions and translations, assigned for homework, are required for the development of grammatical accuracy and stylistic appropriateness. All class discussions are conducted in Russian. A student with prior experience in Russian must take the placement exam."	Naum Kats	1<>2<>3<>4	1500	1620	PH 226A
84498	Undergraduate Research	None	Institute for Politics and Strategy	"Students conduct research under the supervision of an Institute for Politics and Strategy faculty member. Students who wish to engage in research should seek out a faculty member whose interests are appropriate to the research. Prerequisite: Students must also complete an Independent Study/Research for Credit form, available from the Academic Program Manager. Permission of a faculty sponsor."	Instructor TBA	NA	NA	NA	NA
84498	Undergraduate Research	None	Institute for Politics and Strategy	"Students conduct research under the supervision of an Institute for Politics and Strategy faculty member. Students who wish to engage in research should seek out a faculty member whose interests are appropriate to the research. Prerequisite: Students must also complete an Independent Study/Research for Credit form, available from the Academic Program Manager. Permission of a faculty sponsor."	Instructor TBA	NA	NA	NA	NA
84499	Independent Study	None	Institute for Politics and Strategy	"Students conduct independent academic study under the supervision of an Institute for Politics and Strategy faculty member. Students who wish to engage in an independent study should seek out a faculty member whose interests are appropriate to the topic. Students must also complete an Independent Study/Research for Credit form, available from the Academic Program Manager. Prerequisite: Permission of a faculty sponsor."	Instructor TBA	NA	NA	NA	NA
84505	Undergraduate Internship	None	Institute for Politics and Strategy	"An internship is an approved and monitored work experience than can be related to an academic field of study through active reflection and specific learning goals. Students will be in regular contact with a faculty member in the Institute for Politics and Strategy, who will assign and evaluate academic work. Internships are available for 3, 6, or 9 units, depending on the type and amount of academic work produced. Students are responsible for finding their own internships and faculty sponsors, although assistance is available through the Academic Program Manager."	Instructor TBA	NA	NA	NA	NA
85781	Graduate Reading and Research	None	Psychology	None	Instructor TBA	NA	NA	NA	NA
85781	Graduate Reading and Research	None	Psychology	None	Instructor TBA	NA	NA	NA	NA
86700	Reading and Research in Computational Neuroscience	None	Center for the Neural Basis of Cognition	None	Melissa Stupka	NA	NA	NA	NA
86800	PhD Thesis Research	None	Center for the Neural Basis of Cognition	None	Melissa Stupka	NA	NA	NA	NA
88398	Independent Study	None	Social & Decision Sciences	"Students conduct independent academic study under the supervision of a Social  Decision Sciences faculty member. Students who wish to engage in an independent study should seek out a faculty member whose interests are appropriate to the topic. Students must also complete an Independent Study/Research for Credit form, available from the SDS Coordinator of Student Programs in Porter 208A.  Prerequisite: Permission of a faculty sponsor."	George Loewenstein	NA	NA	NA	NA
88398	Independent Study	None	Social & Decision Sciences	"Students conduct independent academic study under the supervision of a Social  Decision Sciences faculty member. Students who wish to engage in an independent study should seek out a faculty member whose interests are appropriate to the topic. Students must also complete an Independent Study/Research for Credit form, available from the SDS Coordinator of Student Programs in Porter 208A.  Prerequisite: Permission of a faculty sponsor."	Instructor TBA	NA	NA	NA	NA
88399	Undergraduate Research	None	Social & Decision Sciences	"Students conduct research under the supervision of a Social  Decision Sciences faculty member. Students who wish to engage in research should seek out a faculty member whose interests are appropriate to the research. Prerequisite: Students must also complete an Independent Study/Research for Credit form, available from the SDS Coordinator of Student Programs in Porter 208A.  Permission of a faculty sponsor."	Instructor TBA	NA	NA	NA	NA
88399	Undergraduate Research	None	Social & Decision Sciences	"Students conduct research under the supervision of a Social  Decision Sciences faculty member. Students who wish to engage in research should seek out a faculty member whose interests are appropriate to the research. Prerequisite: Students must also complete an Independent Study/Research for Credit form, available from the SDS Coordinator of Student Programs in Porter 208A.  Permission of a faculty sponsor."	Instructor TBA	NA	NA	NA	NA
