Instructor	Course	Hours per week	Interest in student learning	Explain course requirements	Clear learning goals	Instructor provided feedback to students	Importance of subject	Explains subject matter	Show respect for students	Overall teaching	Overall course	Number of times taught
Veronica Marotta	0	11.58	4.21	4.33	4.18	4.13	4.22	4.28	4.61	4.23	4.14	3
Stephen Karolyi	0	8.32	4.37	4.05	4.18	3.9	4.38	4.13	4.56	4.11	4.14	3
"Nakles, D."	0	11.19	4.32	4.34	4.38	4.39	4.38	4.15	4.63	4.25	4.13	3
"Huber, M."	0	26.37	4.33	3.87	3.85	4.05	4.13	4.11	4.51	4.15	4.13	3
"Wormsley, A."	0	9.24	4.03	4.19	4.27	4.06	4.1	4.25	4.66	4.1	4.12	3
Alisha Wormsley	0	9.24	4.03	4.19	4.27	4.06	4.1	4.25	4.66	4.1	4.12	3
Amy Burkert	0	3.82	4.91	4.74	4.71	4.68	4.56	4.69	5	4.88	4.11	3
"Burkert, A."	0	3.82	4.91	4.74	4.71	4.68	4.56	4.69	5	4.88	4.11	3
David Ross	0	9.35	4.29	4.14	4.19	4	4.22	4.09	4.58	4.08	4.11	3
Aaron Steinfeld	0	5.5	4.22	4.03	3.92	3.69	4.33	4.25	4.39	3.83	4.11	3
"Lammert, A."	0	9	4.67	4.11	3.67	4.56	4.67	4.44	3.89	3.78	4.11	3
Amy Lammert	0	9	4.67	4.11	3.67	4.56	4.67	4.44	3.89	3.78	4.11	3
David Gurwin	0	9.95	4.31	4.4	4.35	3.34	4.4	4.3	4.17	4.16	4.08	3
John Nagle	0	5.67	4.31	3.47	4.28	4.22	4.61	4.06	4.53	4.11	4.06	3
Elisa Davoli	0	9.52	4.49	4.22	4.24	4.16	3.9	4.25	4.58	4.15	4.04	3
Katayun Barmak	0	9.6	4.48	4.29	4.21	3.97	4.32	4.17	4.43	4.14	4.03	3
Jeffrey Kupfer	0	7.67	4.19	4	4	3.94	4.25	4.17	4.5	4.05	4.03	3
Sullivan	0	13.13	3.88	4.16	3.93	4.42	4.88	3.97	4.81	4.21	4.02	3
"Heidemann, K."	0	4.35	4.29	4.32	4.17	3.96	4.3	4.21	4.35	4.19	4.02	3
Kathryn Heidemann	0	4.35	4.29	4.32	4.17	3.96	4.3	4.21	4.35	4.19	4.02	3
Elizabeth Cruze	0	21.2	4.39	3.99	3.91	3.7	3.89	3.76	4.79	4.17	4.01	3
Stacey Triplette	0	6.42	4.39	4.2	4.2	4.34	4.19	4.34	4.62	4.36	4	3
"Russell, S."	0	13.8	4.37	4.13	3.93	4.2	4.2	4.07	4.2	4.2	4	3
Daniel Winger	0	6.5	3.67	4.67	4	3.67	4.17	3.67	4.33	4	4	3
"Rivers, K."	0	11.56	4.23	4.21	4.26	3.88	4.25	4.07	4.5	3.99	4	3
Kelly Rivers	0	11.56	4.23	4.21	4.26	3.88	4.25	4.07	4.5	3.99	4	3
Thomas Murray	0	7.53	4.28	4.11	4.27	4.24	4.2	4.13	4.55	4.1	3.99	3
Robert Gleeson	0	7.1	4.22	3.25	3.23	4.05	4.03	3.68	4.53	4.12	3.97	3
Cigdem Korpeoglu	0	8.87	4.22	4	4.14	4	3.78	4.02	4.42	3.97	3.96	3
Calvin Pollak	0	7.36	4.44	4.44	4.45	4.46	4.37	4.28	4.42	4.17	3.95	3
Angela Brunstein	0	6.59	3.64	3.92	3.75	3.86	3.72	4.14	4.28	3.97	3.94	3
Mladen Kiselov	0	2.5	4.17	4.06	4.06	3.67	4.56	4.56	4.39	3.94	3.94	3
"Coleman, M."	0	3.65	4.55	4.14	4.05	4.05	4.21	4.14	4.72	4.23	3.93	3
James Riel	0	12.07	4.26	4.01	4.22	4.03	4.23	4.06	4.64	4.08	3.92	3
"Butkovic, M."	0	6.8	4.2	4.08	4.08	3.77	4.31	4.35	4.39	4.28	3.91	3
Stacey Sabo	0	12.99	4.19	4.17	4.13	3.79	4.01	3.93	4.42	4.1	3.91	3
"Mgannon, ."	0	12.24	4.23	3.92	3.96	3.85	4.23	4.12	4.44	3.95	3.91	3
Robert Sekerka	0	8.17	3.96	4.07	3.99	3.62	3.93	4.01	3.97	3.84	3.9	3
"Gormley, M."	0	16.76	4.42	4.24	4.25	4.14	4.22	4.18	4.6	4.13	3.89	3
Nikolaos Kalogeropoulos	0	8.53	4.22	4.04	4.13	3.85	4.07	4.14	4.42	4.05	3.88	3
Anjana Susarla	0	4.78	4.66	3.94	4.02	3.84	4.24	4.2	4.64	3.89	3.87	3
Nisha Shanmugaraj	0	8.84	4.56	4.43	4.4	4.48	4.13	4.3	4.34	4.27	3.84	3
Wanda Dann	0	7	4.38	4.11	4.22	3.96	4.13	4.07	4.57	3.96	3.84	3
Jason Imbrogno	0	7.58	3.61	4.47	4.72	3.44	4.35	4.14	4.69	4.3	3.83	3
"Weber, C."	0	10.66	3.98	3.97	3.93	3.56	4.28	4.25	4.36	3.96	3.83	3
Michael Jeffers	0	10	4.06	4.17	4.28	4.39	4.39	3.94	4.39	3.94	3.83	3
Jaime Cardoso	0	12.44	4.5	3.89	4.11	3.5	3.89	4	4.39	3.89	3.83	3
Mark Thompson	0	6.67	4.62	4.06	3.89	4.19	4.37	4.19	4.53	4.03	3.82	3
"Mattson, K."	0	6.92	3.91	3.87	4.01	3.5	4.08	4.02	4.11	3.93	3.82	3
Mattia Ciollaro	0	12.65	4.31	4.14	4.01	4.03	4.02	3.93	4.63	3.84	3.81	3
"Vardanyan, T."	0	8.41	3.92	3.86	3.81	3.76	3.58	3.7	4.36	3.7	3.81	3
Tereza Vardanyan	0	8.41	3.92	3.86	3.81	3.76	3.58	3.7	4.36	3.7	3.81	3
Joshua Ballew	0	9.13	3.93	4.13	4.07	3.82	3.93	3.96	4.49	3.91	3.8	3
Janel Sutkus	0	8.61	3.93	3.92	4.12	3.55	4.24	4.1	3.86	3.83	3.8	3
Jerome Paytas	0	6.85	3.92	4.04	3.99	3.97	4.18	3.92	4.63	3.99	3.77	3
Wiam Younes	0	6.96	4.35	3.75	3.93	3.98	4.07	4	4.45	3.88	3.77	3
Eric Singer	0	8.13	4.3	3.56	4	4.17	4.33	4.1	4.62	3.84	3.74	3
Joshua Fetterman	0	6.43	3.94	3.96	4.01	4.38	3.89	3.98	4.57	3.76	3.73	3
Mark Kamlet	0	6.24	4.3	4	4.05	3.91	4.3	3.9	4.67	3.88	3.72	3
Abhijit Dutt	0	12.92	3.79	3.72	3.81	3.5	3.7	3.72	4.1	3.75	3.71	3
Elizabeth Bjerke	0	7.39	4.33	3.59	3.75	3.51	4.09	3.87	4.38	3.95	3.7	3
"Moshier, G."	0	13.49	4.07	3.77	3.86	3.22	3.53	4.03	4.42	3.74	3.69	3
Gary Moshier	0	13.49	4.07	3.77	3.86	3.22	3.53	4.03	4.42	3.74	3.69	3
Robert Bartolacci	0	6.92	4.14	4.02	3.99	3.67	4.14	4.01	4.65	3.75	3.68	3
Jie Ma	0	9.01	3.86	3.84	3.74	3.48	3.76	3.87	4.16	3.75	3.68	3
Pwelliot	0	10.84	3.88	3.86	3.98	3.72	3.76	3.8	4.44	3.57	3.68	3
"Wang, M."	0	5.5	3.67	3.83	3.83	3.83	3.83	4	4	4	3.67	3
Christopher Potter	0	10.92	3.67	3.92	3.67	3.39	3.75	3.47	4.17	3.67	3.67	3
Ryan Mitchell	0	8.69	4.42	4.02	4.08	4.32	4.02	4.15	4.57	4.19	3.66	3
"Vat, ."	0	7.58	3.3	3.21	3.43	3.44	3.53	3.23	3.96	3.28	3.66	3
Susan Tanner	0	8.07	4.38	3.67	4.02	4.19	4.2	3.89	4.81	3.89	3.65	3
Daniele Coen-Pirani	0	5.31	3.46	3.73	3.75	3.18	3.81	3.32	4.51	3.28	3.65	3
Norma Bazan-Arias	0	10.6	4.54	3.86	3.96	3.96	4.12	3.39	4.69	3.74	3.63	3
Nam Trang	0	9.42	3.46	4.29	4.1	3.61	3.98	3.84	4.18	3.2	3.62	3
Daniel Opila	0	11.54	3.91	3.58	3.63	3.51	4.04	3.61	4.15	3.63	3.59	3
Hasan Yasar	0	9.52	4.13	3.87	4.01	3.68	4.2	3.9	4.54	3.82	3.57	3
"Yasar, H."	0	9.52	4.13	3.87	4.01	3.68	4.2	3.9	4.54	3.82	3.57	3
"Moussawi, S."	0	11.54	4.41	4.01	4.01	4.37	4.04	4.08	4.69	4.2	3.56	3
"Wolmuth, D."	0	9.59	3.78	3.7	3.59	3.71	3.53	3.4	3.7	3.59	3.55	3
Brian Bucci	0	6.55	4.08	3.33	3.48	3.43	4.11	3.59	4.84	3.51	3.55	3
Arthur Pedersen	0	7.36	3.92	3.76	3.73	3.47	3.63	3.85	4.04	3.7	3.54	3
Justin Hausauer	0	12	3.77	3.97	3.83	3.43	3.73	3.63	4.43	3.77	3.53	3
Thomas Hajduk	0	5.78	3.94	3.72	3.95	3.99	3.96	3.67	3.9	3.62	3.52	3
Jiaxu Wang	0	8.24	3.7	3.54	3.52	3.32	3.67	3.42	3.8	3.37	3.52	3
"Matikainen, P."	0	9.76	3.86	3.45	3.26	3.86	3.89	3.6	4.11	3.75	3.51	3
Jennifer Myers	0	9.35	4.32	3.66	3.59	3.41	3.87	3.72	3.86	3.44	3.49	3
Yong-Lae Park	0	9.27	3.8	3.24	3.49	3.19	3.54	3.31	4.28	3.43	3.47	3
"Park, Y."	0	9.27	3.8	3.24	3.49	3.19	3.54	3.31	4.28	3.43	3.47	3
Anton Badev	0	7.1	3.83	3.04	3.33	2.85	3.9	3.34	3.77	2.95	3.47	3
Timothy Shimeall	0	7.52	3.76	3.67	3.7	3.08	3.95	3.68	4.19	3.55	3.44	3
Bradley Fest	0	8.14	4.25	3.96	3.98	3.97	4.12	3.99	4.41	3.89	3.41	3
Emanuel Indrei	0	11.29	3.52	3.6	3.69	3.19	3.78	3.76	3.99	3.43	3.38	3
"John, B."	0	11.16	3.75	3.55	3.74	3.8	4.18	3.72	4.12	3.88	3.37	3
Lei Wu	0	7.63	3.44	3.58	3.43	2.95	3.44	3.34	4.07	3.28	3.36	3
Linda Van Roosmalen	0	9.7	3.81	2.72	3.12	3	3.72	3.35	3.76	3.16	3.36	3
Timothy Kyper	0	4.65	3.92	3.39	3.55	3.09	3.99	3.6	4.52	3.46	3.35	3
Jian Ma	0	9.48	3.51	3.69	3.82	3.18	3.58	3.33	4.06	3.31	3.35	3
Lenka Clayton	0	10.69	4.43	3.93	3.97	4.02	3.77	3.79	4.49	4.07	3.33	3
Olga Chilina	0	6.49	3.76	3.9	3.77	3.25	3.51	3.52	4.31	3.46	3.28	3
Cleotilde Gonzalez	0	8.02	4.09	3.76	3.69	3.83	3.89	3.51	4.24	3.51	3.26	3
Antonio Miralles	0	6.76	3.75	3.74	3.61	3.23	3.51	3.71	4.11	3.34	3.26	3
"Melendez, F."	0	15.07	3.33	2.82	2.86	3	3.04	3.09	3.9	2.89	3.26	3
Frank Melendez	0	15.07	3.33	2.82	2.86	3	3.04	3.09	3.9	2.89	3.26	3
Joseph Mccool	0	9.6	3.62	3.27	3.38	2.98	3.09	3	3.93	2.98	3.21	3
Juliusz Radwanski	0	6.09	3.58	3.45	3.36	3.05	3.47	3.22	4.14	2.96	3.15	3
Mitchell Sutika Sipus	0	7.04	3.19	2.64	2.72	3.1	3.83	3.51	3.44	3.03	3.14	3
"Sutika Sipus, M."	0	7.04	3.19	2.64	2.72	3.1	3.83	3.51	3.44	3.03	3.14	3
Adrien Querbes	0	7.71	3.52	3.59	3.61	3.51	3.49	3.52	4.03	3.31	3.12	3
Christopher Olivola	0	7.5	3.54	3.06	3.33	2.69	3.82	3.73	3.29	3.21	3.05	3
"Rikakis, T."	0	10.14	4.06	2.55	2.57	3.55	3.39	3.04	4.37	3.12	2.89	3
David Bourne	0	4.57	3.57	2.9	2.91	2.99	3.25	3.07	4.16	3.06	2.83	3
Aansari	0	6.76	3.07	2.72	2.97	2.96	3.31	3.1	3.07	2.77	2.83	3
Jeremy Weiss	0	10.71	3.24	3.46	3.35	2.83	3.02	2.93	4.18	2.92	2.81	3
Lisa Avery	0	6.66	3.67	3.16	3.35	3.52	3.25	3.22	3.85	3.03	2.79	3
"Abu Ghazaleh, N."	0	8.29	3.77	3.6	3.44	3.17	3.9	3.75	3.63	3.38	2.69	3
Joen Vasquez	0	12	3	2.67	2.67	2.67	3	3	3.33	2.67	2.67	3
Cheryl Templeton	0	4.45	2.88	3.02	3.05	3.35	3.1	2.72	3.52	2.68	2.63	3
"Hutchins, M."	0	12.78	2.66	2.11	2.32	2.19	2.55	2.59	3.18	2.26	2.34	3
Mark Hutchins	0	12.78	2.66	2.11	2.32	2.19	2.55	2.59	3.18	2.26	2.34	3
Mark Daichendt	0	16.02	2.85	2.77	2.68	2.59	2.67	2.38	3.11	2.25	2.33	3
Robert Thompson	0	6.83	3.02	2.85	2.94	2.28	3.31	2.19	3.06	2.24	2.24	3
"Mcghee, L."	0	21	5	5	5	5	5	5	5	5	5	2
Lorna Mcghee	0	21	5	5	5	5	5	5	5	5	5	2
Michael Bett	0	10.25	5	5	5	5	5	5	5	5	5	2
Miguel Llinas	0	9.5	5	5	5	5	5	5	5	5	5	2
"Banerdt, B."	0	7.25	5	5	5	5	5	5	5	5	5	2
Yasir Khalifa	0	6.5	5	5	5	5	5	5	5	5	5	2
Daniel Blumenfeld	0	4.25	5	5	5	5	5	5	5	5	5	2
"Sungimk, ."	0	3.5	5	5	5	5	5	5	5	5	5	2
Nicole Myers	0	3.5	5	5	5	5	5	5	5	5	5	2
"Myers, N."	0	3.5	5	5	5	5	5	5	5	5	5	2
"Dbamman, ."	0	10.38	5	4.83	5	4.75	5	5	5	5	5	2
Vincenza Berardo	0	12.5	4.75	4.75	4.75	4.75	5	5	5	5	5	2
Christopher Sparshott	0	8.75	4.75	4.42	4.42	4.92	4.5	4.75	4.9	5	5	2
Kai Wang	0	11.38	5	5	4.88	4.75	5	4.88	4.88	5	5	2
"Johnson, C."	0	5.75	4.75	5	4.75	5	4.75	5	4.75	5	5	2
Curtis Johnson	0	5.75	4.75	5	4.75	5	4.75	5	4.75	5	5	2
Lbright	0	16.75	5	4.5	3.88	4.5	4.88	4.5	4.5	5	5	2
Alexa Woloshyn	0	5.75	4.75	5	4.88	5	5	5	5	4.75	5	2
Roman Danyliw	0	9	4.89	4.83	4.83	4.75	4.83	4.89	4.95	4.95	4.95	2
"Frier, E."	0	10.36	4.88	4.77	4.86	4.75	4.82	4.84	4.96	4.86	4.93	2
Ethan Frier	0	10.36	4.88	4.77	4.86	4.75	4.82	4.84	4.96	4.86	4.93	2
Natalie Mcguier	0	6.59	4.84	4.78	4.78	4.85	4.75	4.97	4.88	4.88	4.9	2
"Mcguier, N."	0	6.59	4.84	4.78	4.78	4.85	4.75	4.97	4.88	4.88	4.9	2
Sarah Tambucci	0	5.75	5	4.71	4.95	4.82	4.87	4.95	4.87	4.93	4.88	2
Constantinos Papadias	0	9.5	4.88	4.75	5	4.62	4.88	5	5	4.88	4.88	2
"Dey, F."	0	4.3	4.73	4.46	4.59	4.27	4.66	4.54	4.75	4.66	4.88	2
Farouk Dey	0	4.3	4.73	4.46	4.59	4.27	4.66	4.54	4.75	4.66	4.88	2
Amy Hubbard	0	6.29	4.93	4.86	4.86	4.86	4.79	4.86	4.86	4.86	4.86	2
"Vanepps, E."	0	7.14	4.21	4.43	4.43	4.61	4.86	4.68	4.75	4.61	4.86	2
"Tarr, M."	0	6.5	4.25	4.58	4.58	4.67	4.67	4.83	4.75	4.75	4.83	2
Susan Ambrose	0	7.29	4.93	4.85	4.88	4.6	4.89	4.77	4.93	4.93	4.82	2
Dennis Schebetta	0	6.91	4.77	4.95	4.86	4.76	4.72	4.82	4.85	4.67	4.82	2
Sebastien Dubreil	0	8.66	4.9	4.37	4.46	4.7	4.9	4.86	5	4.9	4.81	2
Marya Cordes	0	5	4.8	4.9	4.9	4.9	4.63	4.9	4.9	4.9	4.8	2
Jaowens	0	3.5	4.9	4.9	4.9	4.8	4.8	4.65	4.9	4.9	4.8	2
James Mcintosh	0	5.15	4.8	4.7	4.8	4.55	4.8	4.8	4.8	4.8	4.8	2
Elizabeth Rangel	0	6.35	4.8	4.7	4.8	4.25	4.9	4.65	4.7	4.7	4.8	2
Pooja Reddy	0	7.04	5	4.86	4.86	4.86	4.93	4.93	5	4.93	4.79	2
"Markey, A."	0	7.14	4.86	4.29	4.29	4.46	4.61	4.71	4.75	4.54	4.79	2
"Whitefoot, K."	0	17.62	4.81	4.69	4.6	4.75	4.75	4.53	4.9	4.62	4.78	2
"Kurutz, J."	0	3.5	5	3.5	4.25	5	4.5	5	5	4.75	4.75	2
"Oney, S."	0	5	5	5	4.75	5	4.88	4.88	5	4.75	4.75	2
Leah Mackin	0	13.04	4.75	4.73	4.75	4.69	4.54	4.75	4.83	4.75	4.75	2
Jason Morgan	0	5.75	4.55	4.75	4.6	4.65	4.65	4.65	4.85	4.6	4.75	2
Aharon Inspektor	0	7.7	4.96	4.75	4.62	4.86	4.73	4.62	4.89	4.62	4.73	2
"De Pellegrin Connelly, T."	0	7.6	3.9	3.96	4.06	4.46	4.13	3.96	4.83	3.8	4.73	2
Kristen Tobey	0	6.71	4.88	4.6	4.57	4.49	4.68	4.75	4.86	4.88	4.71	2
Jsteen1	0	13.27	4.56	4.71	5	4.58	5	5	4.67	4.83	4.71	2
John Chin	0	11.3	4.87	4.33	4.8	4.9	4.9	4.77	4.94	4.83	4.7	2
John Robertson	0	9.8	4.8	4.8	4.7	4.7	4.8	4.8	4.8	4.8	4.7	2
Randy Ziegler	0	10.22	4.74	4.53	4.54	4.65	4.75	4.58	4.96	4.58	4.7	2
Brittany Jakubiak	0	7.1	4.87	4.79	4.85	4.85	4.83	4.8	4.8	4.79	4.69	2
Ming Li	0	22.8	4.63	4.63	4.68	4.48	4.8	4.63	4.75	4.69	4.69	2
Jwieczor	0	10.14	4.88	4.87	4.83	4.82	4.75	4.83	4.98	4.81	4.68	2
Stephanie Meier	0	8.57	4.59	4.43	4.59	4.68	4.47	4.55	4.85	4.63	4.68	2
Eric Wallace	0	8.5	4.67	4.67	4.67	4.67	4.67	4.67	4.92	4.83	4.67	2
Chad Hershock	0	8.54	4.96	4.71	4.84	4.61	4.77	4.77	4.96	4.72	4.67	2
Aqdas Aftab	0	6.46	4.79	4.82	4.73	4.64	4.88	4.67	4.85	4.67	4.67	2
Rebecca Starr	0	7	4.67	4.75	4.67	4.83	4.83	4.75	4.83	4.67	4.67	2
Lauren Lane	0	13.5	4.5	4.33	4.33	4.33	4.67	4.5	4.67	4.17	4.67	2
Nuno Neves	0	11.38	4.45	4.55	4.78	4.65	4.58	4.75	4.62	4.65	4.65	2
"Landesberg, R."	0	7.55	4.75	4.65	4.55	4.5	4.67	4.55	4.55	4.55	4.65	2
Vijay Vadlamudi	0	9.72	4.87	4.8	4.61	4.65	4.87	4.52	4.96	4.64	4.64	2
Wilpen Gorr	0	11.97	4.75	4.58	4.55	4.63	4.83	4.54	4.94	4.54	4.64	2
"Sydlik, S."	0	10.36	4.93	4.7	4.54	4.79	4.76	4.58	4.93	4.43	4.64	2
Stefanie Sydlik	0	10.36	4.93	4.7	4.54	4.79	4.76	4.58	4.93	4.43	4.64	2
Jing Zhou	0	7.29	4.71	4.29	4.44	4.53	4.46	4.71	4.73	4.73	4.63	2
Dimitriou Tassos	0	10.1	4.46	4.63	4.54	4.44	4.37	4.56	4.8	4.63	4.63	2
Imin Yeh	0	12.39	4.45	4.33	4.44	4.21	4.48	4.34	4.21	4.54	4.63	2
Elizabeth Madigan	0	2	4.69	4.75	4.75	4.56	4.62	4.56	4.69	4.81	4.62	2
Marie Norman	0	6.96	4.65	4.63	4.69	4.47	4.79	4.63	4.81	4.76	4.62	2
Walter Morales	0	2.5	4.75	4.75	4.75	4.75	4.62	4.75	4.88	4.75	4.62	2
Alexandre Jacquillat	0	10.75	4.8	4.71	4.77	4.46	4.73	4.75	4.87	4.7	4.62	2
Stephen Leonard	0	10.73	4.79	4.64	4.49	4.72	4.71	4.76	4.89	4.69	4.62	2
Amanda Plummer	0	10.07	4.75	4.75	4.75	4.42	4.68	4.62	4.66	4.65	4.62	2
Wade Kramm	0	10.62	4.75	4.38	4.25	4.75	4.38	4.62	4.88	4.62	4.62	2
Silvia Saccardo	0	6.12	4.77	4.44	4.62	4.64	4.83	4.72	4.67	4.62	4.62	2
Sarah Johnson	0	5.75	4.62	4.62	4.67	4.38	4.75	4.62	4.62	4.62	4.62	2
Lily Morse	0	6.23	4.6	4.62	4.67	4.43	4.73	4.71	4.68	4.54	4.62	2
"Bominaar, E."	0	8	5	4.12	4.5	4.5	4.88	4.75	4.88	4.5	4.62	2
Emile Bominaar	0	8	5	4.12	4.5	4.5	4.88	4.75	4.88	4.5	4.62	2
Alexandra Klimova	0	7	4.72	4.72	4.78	4.72	4.72	4.67	4.83	4.67	4.61	2
Richard Fruehan	0	7.5	4.83	4.38	4.45	4.45	4.83	4.62	4.69	4.77	4.6	2
Andrew Mcgee	0	8.35	4.8	4.3	4.67	4.55	4.53	4.67	4.83	4.67	4.6	2
Hayden Schaeffer	0	7.2	4.73	4.79	4.73	4.77	4.66	4.6	4.87	4.66	4.6	2
Peter Roth	0	6.35	4.6	4.6	4.5	4.6	4.5	4.25	4.8	4.4	4.6	2
Darren Dauberger	0	9.91	4.69	4.66	4.71	4.72	4.68	4.68	4.83	4.66	4.59	2
Barbara Zwicknagel	0	9.05	4.68	4.68	4.72	4.54	4.63	4.63	4.78	4.63	4.59	2
Joy Siu	0	7.5	4.9	4.88	4.81	4.86	4.79	4.79	4.88	4.83	4.58	2
Thomas Icard	0	6.75	4.92	4.42	4.5	3.92	4.25	4.75	5	4.75	4.58	2
Alan Jern	0	8.93	4.67	4.62	4.76	4.66	4.76	4.76	5	4.67	4.58	2
Aleksei Kilichenkov	0	6.33	4.54	4.56	4.56	4.12	4.6	4.75	4.9	4.58	4.58	2
Jung Pil Hahn	0	6.4	4.63	4.15	4.41	4.23	4.58	4.5	4.74	4.54	4.58	2
Norman Bier	0	17.79	4.57	4.31	4.54	4.27	4.75	4.61	4.86	4.47	4.57	2
Gretchen Mendoza	0	9.16	4.78	4.44	4.4	4.82	4.6	4.31	4.83	4.25	4.57	2
Mora Harris	0	7.5	5	4.83	4.67	5	4.46	4.73	4.9	4.73	4.56	2
Carrie Ruiz	0	8.75	4.61	4.67	4.67	4.61	4.65	4.53	4.75	4.71	4.56	2
"Floodeen, R."	0	7.57	4.81	4.62	4.69	4.81	4.81	4.88	4.88	4.69	4.56	2
Indra Szegedy	0	7.8	4.56	4.56	4.65	4.56	4.56	4.56	4.65	4.56	4.56	2
"Diler, O."	0	18.3	4.67	4.1	4.26	4.63	4.59	4.43	4.54	4.43	4.56	2
German Canale	0	6.63	4.61	4.65	4.44	4.48	4.42	4.61	4.53	4.39	4.56	2
Abigail Owen	0	7.88	4.74	4.53	4.48	4.2	4.43	4.64	4.79	4.74	4.55	2
Daniel Baumgardt	0	8.9	4.9	4.65	4.65	4.9	4.55	4.75	5	4.55	4.55	2
Prashant Shrivastava	0	9.14	4.49	4.49	4.49	4.46	4.67	4.3	4.2	4.54	4.55	2
Gregory Houchins	0	9.55	4.42	4.33	4.43	4.39	4.32	4.45	4.62	4.5	4.55	2
Lauren Hildesheim	0	4.89	4.8	4.78	4.76	4.48	4.74	4.7	4.91	4.75	4.54	2
Tae Wook Kim	0	8	4.71	4.71	4.88	4.58	4.42	4.58	4.88	4.71	4.54	2
Bob Reinhardt	0	10.32	4.93	4.79	4.75	4.68	4.75	4.75	4.89	4.66	4.54	2
Ray Gastil	0	7	4.61	4.21	4.21	4.62	4.54	4.51	4.75	4.54	4.54	2
"Lafferty, J."	0	9.5	4.33	4.25	4.17	4.04	4.54	4.42	4.83	4.42	4.54	2
Erica Vansant	0	9.41	4.77	4.77	4.77	4.82	4.77	4.82	4.82	4.77	4.53	2
Eli Kessler	0	12.39	4.42	4.6	4.42	4.3	4.38	4.61	4.5	4.39	4.53	2
Siddharth Satpathy	0	9.57	4.94	4.7	4.81	4.88	4.71	4.81	4.94	4.75	4.52	2
Omer Karaguzel	0	11.75	4.63	4.73	4.52	4.73	4.73	4.72	4.83	4.73	4.52	2
"Karaguzel, O."	0	11.75	4.63	4.73	4.52	4.73	4.73	4.72	4.83	4.73	4.52	2
"Mcallister, J."	0	7.57	4.75	4.57	4.57	4.53	4.67	4.61	4.85	4.63	4.52	2
Jay Mcallister	0	7.57	4.75	4.57	4.57	4.53	4.67	4.61	4.85	4.63	4.52	2
"Shick, D."	0	9.47	4.52	4.3	4.42	4.37	4.66	4.43	4.55	4.4	4.52	2
Matthew Morrow	0	8	5	4.33	4.83	4.5	5	4.83	4.83	5	4.5	2
Elizabeth Mooney	0	10.62	4.88	4	4.5	4.5	4.62	4.5	4.62	4.75	4.5	2
Dakotah Konicek	0	10.25	4.83	4.17	4.5	4.83	4.5	5	5	4.67	4.5	2
Derek Davidson	0	4.7	5	4.2	4.7	4.5	4.55	4.6	4.9	4.65	4.5	2
"Oresick, D."	0	5.19	4.62	4.38	4.27	4.12	4.45	4.53	4.72	4.58	4.5	2
Eugenie Carabatsos	0	7.25	5	4.67	4.83	4.33	4.83	4.67	4.83	4.5	4.5	2
Linda Silver	0	5	4.5	4	4.5	4.5	4.5	4	4.5	4.5	4.5	2
Ai Wen Thian	0	2	4	4	4	4	4	4	4.5	4.5	4.5	2
Robert Janeda	0	6.15	4.46	4.42	4.42	4.08	4.55	4.42	4.55	4.45	4.5	2
Jessie Ramey	0	6.35	4.6	4.45	4.45	4.1	4.8	4.4	4.7	4.3	4.5	2
"Ben-Menahem, S."	0	10	4.33	4.83	4.5	3.33	4.17	3.83	5	3.5	4.5	2
Marilyn Wadsworth	0	14.25	4	2.75	3	3.25	3.75	3	3	3.25	4.5	2
"Bloch, J."	0	16.02	4.81	4.47	4.56	4.56	4.76	4.71	4.86	4.71	4.48	2
Grant Weller	0	7.95	4.63	4.55	4.55	4.53	4.62	4.4	4.87	4.43	4.48	2
"Weller, G."	0	7.95	4.63	4.55	4.55	4.53	4.62	4.4	4.87	4.43	4.48	2
Sarah Krohn	0	5.33	4.52	4.01	4.27	4.32	4.17	4.54	4.84	4.22	4.48	2
Nazli Turan	0	5.15	4.5	4.47	4.53	4.5	4.65	4.7	4.8	4.53	4.47	2
Akiko Mizuno	0	9.35	4.7	4.67	4.55	4.35	4.42	4.8	4.9	4.47	4.47	2
Dale Winter	0	7.38	4.83	4.83	4.73	4.54	4.83	4.83	4.56	4.83	4.46	2
Bdabbs	0	13.26	4.29	4.6	4.69	4.65	4.53	4.81	4.88	4.73	4.46	2
Xiaofei Kang	0	7.03	4.73	4.49	4.29	4.33	4.59	4.49	4.55	4.61	4.46	2
"Balebako, R."	0	12.04	4.58	4.46	4.33	4.58	4.71	4.71	4.71	4.58	4.46	2
Fabrizio Lecci	0	9.68	4.46	4.37	4.5	4.08	4.5	4.46	4.54	4.5	4.46	2
"Dillahunt, T."	0	7.5	4.79	4.33	4.58	4.42	4.38	4	4.83	4.42	4.46	2
"Schaub, F."	0	2.43	4.46	4.34	4.46	4.32	4.34	4.46	4.46	4.34	4.46	2
Bradley Schmerl	0	8.7	4.55	4.45	4.45	4.2	4.67	4.45	4.88	4.67	4.45	2
"Schmerl, B."	0	8.7	4.55	4.45	4.45	4.2	4.67	4.45	4.88	4.67	4.45	2
Juan Sobrino	0	8.27	4.71	4.38	4.52	4.18	4.52	4.39	4.79	4.57	4.45	2
Miguel Correia	0	9.35	4.1	4.37	4.31	4.21	4.48	4.4	4.5	4.33	4.45	2
"Sigal, L."	0	8.25	4.42	4.25	4.36	3.98	4.32	4.36	4.62	4.32	4.45	2
