Instructor	Course	Hours per week	Interest in student learning	Explain course requirements	Clear learning goals	Instructor provided feedback to students	Importance of subject	Explains subject matter	Show respect for students	Overall teaching	Overall course	Number of times taught
"Burgess, L."	60-109	5.35	4.04	3.4	3.35	3.17	4.33	3.9	4.08	3.45	3.52	2
Lowry Burgess	60-109	5.35	4.04	3.4	3.35	3.17	4.33	3.9	4.08	3.45	3.52	2
Maria Elena Versari	60-109	5.4	4.42	3.89	3.99	4.09	4.25	4.38	4.6	3.96	3.51	2
"Versari, M."	60-109	5.4	4.42	3.89	3.99	4.09	4.25	4.38	4.6	3.96	3.51	2
Lynn Holden	60-109	3.36	4	3.55	3.55	3.27	4.36	4	4.36	3.82	4.09	1
Scott Andrew	60-110	11.02	4.53	4.36	4.46	4.6	4.3	4.42	4.53	4.38	4.28	4
"Pell, R."	60-110	10.63	4.34	3.9	3.85	4.14	4.25	4.28	4.49	4.19	4.08	3
Richard Pell	60-110	10.63	4.34	3.9	3.85	4.14	4.25	4.28	4.49	4.19	4.08	3
Suzie Silver	60-110	10.45	4.22	3.81	3.9	3.8	4.28	3.86	3.04	3.58	3.85	3
"Silver, S."	60-110	10.45	4.22	3.81	3.9	3.8	4.28	3.86	3.04	3.58	3.85	3
Paolo Pedercini	60-110	10.6	3.3	3.69	3.71	3.38	3.69	3.57	3.71	3.5	3.74	3
"Pedercini, P."	60-110	10.6	3.3	3.69	3.71	3.38	3.69	3.57	3.71	3.5	3.74	3
"Wormsley, A."	60-110	8.5	3.8	4.1	4.28	3.71	3.96	4.06	4.55	3.96	3.96	2
Alisha Wormsley	60-110	8.5	3.8	4.1	4.28	3.71	3.96	4.06	4.55	3.96	3.96	2
"Washko, A."	60-110	13.71	4.57	4.57	4.29	4.71	4.29	4.57	4.14	4.43	4.57	1
Angela Washko	60-110	13.71	4.57	4.57	4.29	4.71	4.29	4.57	4.14	4.43	4.57	1
Alexander Young	60-110	10	4.17	4	4.17	4.67	4.33	4.33	4.83	4.17	4.17	1
"Duesing, J."	60-110	10	3.2	4.5	4	4.33	4	3.17	3.83	3.33	3.83	1
James Duesing	60-110	10	3.2	4.5	4	4.33	4	3.17	3.83	3.33	3.83	1
Jennifer Gooch	60-110	9.88	3.88	3.63	3.75	3.88	3.5	3.5	4.13	3.88	3.71	1
Justin Crosby	60-110	8.3	3.4	3.5	3.4	3.6	3.5	3.3	4.3	3.2	3.4	1
Spencer Diaz	60-125	12.89	4.83	4.83	4.67	4.95	4.95	4.78	4.89	4.83	4.89	2
Spencer Diaz	60-126	10.25	4.71	4.52	4.42	4.62	4.63	4.33	4.81	4.44	4.44	2
"Mannino, J."	60-130	10.25	4.63	4.5	4.32	4.61	4.55	4.57	4.64	4.63	4.54	14
Joseph Mannino	60-130	10.25	4.63	4.5	4.32	4.61	4.55	4.57	4.64	4.63	4.54	14
"Kumata, C."	60-130	10.46	4	4.16	4.22	4.32	4.21	4.3	4.42	4.26	4.13	12
Carol Kumata	60-130	10.46	4	4.16	4.22	4.32	4.21	4.3	4.42	4.26	4.13	12
Joshua Reiman	60-130	13.45	4.63	4.54	4.47	4.54	4.45	4.53	4.57	4.61	4.58	6
"Reiman, J."	60-130	13.45	4.63	4.54	4.47	4.54	4.45	4.53	4.57	4.61	4.58	6
Dee Briggs	60-130	10.89	4.67	4.67	4.62	4.67	4.68	4.85	4.73	4.78	4.82	4
Gregory Witt	60-130	10.48	4.15	3.73	4	4	3.7	3.87	4.71	3.85	4.02	4
"Momeni, A."	60-130	14.26	4.1	3.72	3.72	4.12	4.21	3.66	4.24	3.86	3.87	4
Ali Momeni	60-130	14.26	4.1	3.72	3.72	4.12	4.21	3.66	4.24	3.86	3.87	4
Casey Droege	60-130	11	4.69	4.76	4.67	4.65	4.55	4.83	4.88	4.68	4.72	2
Wade Kramm	60-130	10.62	4.75	4.38	4.25	4.75	4.38	4.62	4.88	4.62	4.62	2
Eli Kessler	60-130	12.39	4.42	4.6	4.42	4.3	4.38	4.61	4.5	4.39	4.53	2
Allison Reeves	60-130	10.5	4.28	4.25	4.36	4.55	4.3	4.3	4.75	4.45	4.39	2
Michael Perdriel	60-130	7.2	4.33	4.47	4.38	4.22	4.22	4.78	5	4.45	4.35	2
Jonathan Armistead	60-130	11.75	4.25	4.25	4.5	4.12	4	3.88	3.88	4.25	4.25	2
Seth Payne	60-130	10.64	4.25	4.48	4.4	4.19	3.79	3.92	4.58	4.21	4.13	2
Ron Bennett	60-130	8	4.25	4.38	4.12	4	4.38	4.5	4.5	4.38	3.88	2
Zhiwan Cheung	60-130	10.27	3.9	3.5	3.89	4.18	3.96	3.9	4.36	3.72	3.8	2
Steven Gurysh	60-130	9.05	3.55	2.98	3.45	3.85	3.75	3.5	4.55	3.25	3.35	2
"Kumata, C."	60-131	10.51	4.14	4.06	4.03	4.33	3.91	4.11	4.48	4.3	4.24	9
Carol Kumata	60-131	10.51	4.14	4.06	4.03	4.33	3.91	4.11	4.48	4.3	4.24	9
"Mannino, J."	60-131	9.98	4.63	4.55	4.57	4.38	4.33	4.53	4.52	4.54	4.47	8
Joseph Mannino	60-131	9.98	4.63	4.55	4.57	4.38	4.33	4.53	4.52	4.54	4.47	8
"Bingham, R."	60-131	9.78	4.92	4.62	4.62	4.92	4.68	4.66	4.95	4.84	4.87	4
Robert Bingham	60-131	9.78	4.92	4.62	4.62	4.92	4.68	4.66	4.95	4.84	4.87	4
Joshua Reiman	60-131	12.2	4.62	4.62	4.6	4.78	4.62	4.61	4.38	4.55	4.62	4
"Reiman, J."	60-131	12.2	4.62	4.62	4.6	4.78	4.62	4.61	4.38	4.55	4.62	4
Jonathan Armistead	60-131	9.44	4.71	3.85	4.19	4.54	4.23	4.33	4.46	4.29	4.17	4
"Miller, J."	60-131	9.38	4.46	4.17	4.33	4.5	4.42	4.25	4.08	4.25	4.17	3
Jill Miller	60-131	9.38	4.46	4.17	4.33	4.5	4.42	4.25	4.08	4.25	4.17	3
John Miller	60-131	9.38	4.46	4.17	4.33	4.5	4.42	4.25	4.08	4.25	4.17	3
Dakotah Konicek	60-131	10.25	4.83	4.17	4.5	4.83	4.5	5	5	4.67	4.5	2
"Momeni, A."	60-131	9.18	4.88	4.62	4.88	4.75	4.25	4.69	4.88	4.56	4.5	2
Ali Momeni	60-131	9.18	4.88	4.62	4.88	4.75	4.25	4.69	4.88	4.56	4.5	2
Casey Droege	60-131	11.78	4.43	4.57	4.82	4.43	4.29	4.62	4.91	4.57	4.33	2
Dee Briggs	60-131	9.43	4.29	3.5	3.81	4.23	4.23	3.71	4.52	4.21	3.46	2
Jamie Gruzska	60-141	10.37	4.92	4.26	4.54	4.64	4.71	4.69	4.87	4.55	4.68	9
Ivette Spradlin	60-141	10.41	4.69	4.33	4.44	4.6	4.47	4.47	4.78	4.55	4.68	8
Elizabeth Griffin	60-141	9.52	4.86	4.66	4.7	4.92	4.89	4.8	4.7	4.96	4.86	5
Mark Perrott	60-141	8.94	5	5	4.7	4.56	4.88	4.7	4.75	4.69	4.69	4
Patricia Maurides	60-141	8	5	5	4.83	5	5	5	5	5	5	3
"Maurides, P."	60-141	8	5	5	4.83	5	5	5	5	5	5	3
"Morris, J."	60-141	9.5	5	5	5	5	4.88	5	5	5	5	2
Jennifer Morris	60-141	9.5	5	5	5	5	4.88	5	5	5	5	2
"Prekop, M."	60-141	12.16	4.25	4.17	4.67	5	4.88	4.71	4.58	4.71	4.71	2
Martin Prekop	60-141	12.16	4.25	4.17	4.67	5	4.88	4.71	4.58	4.71	4.71	2
"Blum, A."	60-141	8	4.25	5	4.25	4.25	4.5	4.25	5	4	4	2
Aaron Blum	60-141	8	4.25	5	4.25	4.25	4.5	4.25	5	4	4	2
Avrim Blum	60-141	8	4.25	5	4.25	4.25	4.5	4.25	5	4	4	2
Dylan Vitone	60-142	9.42	4.79	4.73	4.75	4.77	4.86	4.86	4.79	4.88	4.88	4
"Vitone, D."	60-142	9.42	4.79	4.73	4.75	4.77	4.86	4.86	4.79	4.88	4.88	4
"Blum, A."	60-142	8	5	5	5	5	5	5	5	5	5	1
Aaron Blum	60-142	8	5	5	5	5	5	5	5	5	5	1
Avrim Blum	60-142	8	5	5	5	5	5	5	5	5	5	1
Andrew Johnson	60-150	13.65	4.4	3.41	3.41	4.15	4.19	3.75	4.15	3.93	3.95	7
"Johnson, A."	60-150	13.65	4.4	3.41	3.41	4.15	4.19	3.75	4.15	3.93	3.95	7
Echo Eggebrecht	60-150	11.59	4.21	2.71	2.46	3.71	3.79	3.29	4.04	3.42	3.55	3
"Bellan-Gillen, P."	60-150	10.27	4.86	4.54	4.49	4.79	4.61	4.71	4.82	4.85	4.82	2
Patricia Bellan-Gillen	60-150	10.27	4.86	4.54	4.49	4.79	4.61	4.71	4.82	4.85	4.82	2
"Merrell, C."	60-150	11.96	4.81	4.75	4.83	4.7	4.71	4.83	4.94	4.77	4.76	2
Clayton Merrell	60-150	11.96	4.81	4.75	4.83	4.7	4.71	4.83	4.94	4.77	4.76	2
"Weidner, M."	60-150	10.72	4.69	4.54	4.59	4.22	4.36	4.27	4.55	4.41	4.46	2
Mary Weidner	60-150	10.72	4.69	4.54	4.59	4.22	4.36	4.27	4.55	4.41	4.46	2
Devan Shimoyama	60-150	11.59	4.12	4.22	4.09	4.13	4.17	4.17	4.42	4.12	4.08	2
"Shimoyama, D."	60-150	11.59	4.12	4.22	4.09	4.13	4.17	4.17	4.42	4.12	4.08	2
Kimberly Beck	60-150	10.2	4.17	2.85	3.27	3.8	4.03	3.73	4.35	3.65	3.6	2
"Beck, K."	60-150	10.2	4.17	2.85	3.27	3.8	4.03	3.73	4.35	3.65	3.6	2
Rebecca Slemmons	60-150	12.08	4.64	4.71	4.57	4.71	4.57	4.54	4.79	4.57	4.64	1
Natalie Settles	60-150	12.5	4.8	4.6	4.6	4.6	4.5	4.6	4.9	4.6	4.6	1
Kristen Kovak	60-150	8.43	4.71	4.71	5	4.71	4.57	4.71	4.86	4.57	4.43	1
Claire Stigliani	60-150	14.29	4.43	4.29	4	4.21	4.29	4.29	4.36	4.29	4.21	1
"Stigliani, C."	60-150	14.29	4.43	4.29	4	4.21	4.29	4.29	4.36	4.29	4.21	1
Jessica Langley	60-150	11.75	3.75	3	3.08	2.58	2.83	2.67	3.17	2.5	2.75	1
"Bellan-Gillen, P."	60-151	10.44	4.46	4.26	4.17	4.32	4.17	4.35	4.43	4.26	4.32	2
Patricia Bellan-Gillen	60-151	10.44	4.46	4.26	4.17	4.32	4.17	4.35	4.43	4.26	4.32	2
"Merrell, C."	60-151	12	5	4.67	4.33	5	5	5	5	4.83	4.83	1
Clayton Merrell	60-151	12	5	4.67	4.33	5	5	5	5	4.83	4.83	1
"Weidner, M."	60-151	9.5	4.33	4.33	4.5	4.5	4.33	4.33	3.83	4.33	4.33	1
Mary Weidner	60-151	9.5	4.33	4.33	4.5	4.5	4.33	4.33	3.83	4.33	4.33	1
Kristen Kovak	60-157	12.04	4.87	4.53	4.65	4.67	4.7	4.79	4.86	4.8	4.7	6
Peter Mandradjieff	60-157	6.13	4	3.88	3.75	3.75	4	3.75	4.13	3.75	3.88	1
Andrew Johnson	60-160	11.9	4.62	3.53	3.66	4.4	4.4	4.1	4.48	4.51	4.44	5
"Johnson, A."	60-160	11.9	4.62	3.53	3.66	4.4	4.4	4.1	4.48	4.51	4.44	5
"Merrell, C."	60-160	11.7	4.78	4.64	4.45	4.52	4.45	4.45	4.93	4.67	4.51	3
Clayton Merrell	60-160	11.7	4.78	4.64	4.45	4.52	4.45	4.45	4.93	4.67	4.51	3
Devan Shimoyama	60-160	9.57	4.12	3.81	4.06	4.54	4.38	4.35	4.62	4.12	4.12	2
"Shimoyama, D."	60-160	9.57	4.12	3.81	4.06	4.54	4.38	4.35	4.62	4.12	4.12	2
Natalie Settles	60-160	11.8	4.12	4.09	4.34	4.21	4.02	4	4.46	3.94	3.94	2
Kimberly Beck	60-160	10.25	3.95	3.65	3.7	3.75	3.7	3.5	3.8	3.6	3.65	2
"Beck, K."	60-160	10.25	3.95	3.65	3.7	3.75	3.7	3.5	3.8	3.6	3.65	2
Jessica Langley	60-160	11	3.58	3.29	3.39	2.95	2.67	3.05	2.62	2.49	2.79	2
"Weidner, M."	60-160	12	4.67	4.78	4.56	4.44	4.22	4.67	4.78	4.44	4.56	1
Mary Weidner	60-160	12	4.67	4.78	4.56	4.44	4.22	4.67	4.78	4.44	4.56	1
"Bellan-Gillen, P."	60-160	9.5	4.67	4.58	4.58	4.5	4.5	4.5	4.92	4.67	4.5	1
Patricia Bellan-Gillen	60-160	9.5	4.67	4.58	4.58	4.5	4.5	4.5	4.92	4.67	4.5	1
Echo Eggebrecht	60-160	11	4.5	3	4	4.5	4.5	4	4	4	4.25	1
Claire Stigliani	60-160	9.5	4.4	3.2	3.4	4.2	4.2	4.4	4.4	4	4	1
"Stigliani, C."	60-160	9.5	4.4	3.2	3.4	4.2	4.2	4.4	4.4	4	4	1
Jon Beckley	60-201	10.87	4.25	3.92	3.68	4.03	4.21	3.81	4.57	4.17	4.1	3
Benjamin Kinsley	60-201	9.14	4.61	4.44	4.36	4.69	4.44	4.29	4.83	4.52	4.13	2
"Rubin, J."	60-201	11.42	3.92	3.7	3.94	4.21	4.33	4.08	3.87	3.75	3.91	2
Jon Rubin	60-201	11.42	3.92	3.7	3.94	4.21	4.33	4.08	3.87	3.75	3.91	2
Joel Rubin	60-201	11.42	3.92	3.7	3.94	4.21	4.33	4.08	3.87	3.75	3.91	2
Suzie Silver	60-201	8.34	4.28	3.95	3.36	3.55	4.17	3.77	3.22	3.89	3.89	2
"Silver, S."	60-201	8.34	4.28	3.95	3.36	3.55	4.17	3.77	3.22	3.89	3.89	2
Jesse England	60-201	9.36	4.82	4.91	4.82	4.73	4.64	4.73	4.91	4.91	4.82	1
Casey Droege	60-201	10	4.83	4.83	4.67	4.83	4.5	4.58	5	4.83	4.75	1
"Burgess, L."	60-201	8	4.6	3.8	3.8	4.2	4.6	4.8	4.8	4.6	4.6	1
Lowry Burgess	60-201	8	4.6	3.8	3.8	4.2	4.6	4.8	4.8	4.6	4.6	1
Celeste Neuhaus	60-201	14.22	4.67	4.11	3.89	4.67	4.44	4.22	4.22	4.44	4.44	1
"Miller, J."	60-201	10.5	4.67	4.33	4	4.5	4	3.83	4.67	4.5	4.33	1
Jill Miller	60-201	10.5	4.67	4.33	4	4.5	4	3.83	4.67	4.5	4.33	1
John Miller	60-201	10.5	4.67	4.33	4	4.5	4	3.83	4.67	4.5	4.33	1
Ayanah Moor	60-201	10.5	4.67	4.17	4.17	4.33	4.17	4	4.5	4.33	4.33	1
"Moor, A."	60-201	10.5	4.67	4.17	4.17	4.33	4.17	4	4.5	4.33	4.33	1
Alexander Young	60-201	8.67	4	4.11	3.89	4.11	4.11	4.11	4.56	4	4	1
"Pell, R."	60-201	9.5	4.5	3.88	3.88	3.75	4.25	4	4.5	4	3.75	1
Richard Pell	60-201	9.5	4.5	3.88	3.88	3.75	4.25	4	4.5	4	3.75	1
Jonathan Armistead	60-201	15.4	4.4	3.6	3.2	4.4	3.6	3.8	4.2	3.6	3.6	1
Jennifer Gooch	60-201	12.5	3	2.5	2	2.25	2.75	2.5	2.5	2.25	2.75	1
"Pell, R."	60-202	9.56	4.38	3.8	4.15	4.19	4.08	3.83	4.23	4.02	4.05	3
Richard Pell	60-202	9.56	4.38	3.8	4.15	4.19	4.08	3.83	4.23	4.02	4.05	3
Jon Beckley	60-202	9.73	4.07	3.54	3.37	3.17	3.95	3.48	4.36	3.47	3.76	2
"Pena, J."	60-202	12.6	5	4.8	4.8	5	4.7	4.8	4.8	4.9	4.8	1
John Pena	60-202	12.6	5	4.8	4.8	5	4.7	4.8	4.8	4.9	4.8	1
Nina Sarnelle	60-202	10.25	4.4	4	4.2	4.6	4.4	4.2	4.4	4.2	4.75	1
Benjamin Kinsley	60-202	8	4.11	4.33	4.44	4	4	4.22	4.89	4	4	1
"Rubin, J."	60-202	10.14	4	4.29	3.86	4.57	4	4.14	4.43	3.86	3.86	1
Jon Rubin	60-202	10.14	4	4.29	3.86	4.57	4	4.14	4.43	3.86	3.86	1
Joel Rubin	60-202	10.14	4	4.29	3.86	4.57	4	4.14	4.43	3.86	3.86	1
"Momeni, A."	60-202	10	4.83	4.17	4.17	4.67	4.8	4.33	4.17	4.67	3.83	1
Ali Momeni	60-202	10	4.83	4.17	4.17	4.67	4.8	4.33	4.17	4.67	3.83	1
"Bingham, R."	60-202	7.18	4	2.7	3.18	3.82	3.73	3.36	4.45	3.45	2.91	1
Robert Bingham	60-202	7.18	4	2.7	3.18	3.82	3.73	3.36	4.45	3.45	2.91	1
Jennifer Myers	60-202	9.8	4.2	3.6	3.4	2.6	3.6	3.4	2.2	2.8	2.6	1
"Bingham, R."	60-203	10.5	4.58	3.21	3.27	4.23	4.49	3.68	4.64	4.38	4.16	2
Robert Bingham	60-203	10.5	4.58	3.21	3.27	4.23	4.49	3.68	4.64	4.38	4.16	2
"Duesing, J."	60-203	7.14	4.43	3.57	3.71	4.43	4.43	4.14	4.57	4.43	3.71	1
James Duesing	60-203	7.14	4.43	3.57	3.71	4.43	4.43	4.14	4.57	4.43	3.71	1
Maria Elena Versari	60-205	5.75	4.08	3.98	3.91	3.57	3.96	4.01	4.19	3.81	3.55	4
"Versari, M."	60-205	5.75	4.08	3.98	3.91	3.57	3.96	4.01	4.19	3.81	3.55	4
Charles Rosenblum	60-205	3.82	2.66	2.65	2.61	2.25	2.87	2.76	3.1	2.34	2.24	3
Elaine King	60-206	6.85	4.07	3.7	3.84	3.35	4.02	3.92	4.15	3.7	3.57	3
Melissa Ragona	60-206	5.39	4.7	4.06	4.16	3.98	4.56	4.52	4.7	4.63	4.3	2
Hilary Robinson	60-206	6.04	4.37	4.56	4.37	4.07	4.48	4.48	4.33	4.37	4.11	1
Benjamin Ogrodnik	60-206	5.17	2.87	2.61	2.57	2.26	2.78	2.78	2.65	2.39	2.48	1
Paolo Pedercini	60-210	9.02	3.67	3.77	3.83	3.75	3.97	3.77	4.02	3.78	3.75	9
"Pedercini, P."	60-210	9.02	3.67	3.77	3.83	3.75	3.97	3.77	4.02	3.78	3.75	9
Golan Levin	60-210	11.52	4.84	4.31	4.59	4.61	4.73	4.51	4.47	4.67	4.47	4
"Levin, G."	60-210	11.52	4.84	4.31	4.59	4.61	4.73	4.51	4.47	4.67	4.47	4
"Pell, R."	60-210	10.28	4.17	3.9	4	3.93	4.11	4.04	4.32	4.01	3.98	4
Richard Pell	60-210	10.28	4.17	3.9	4	3.93	4.11	4.04	4.32	4.01	3.98	4
Suzie Silver	60-210	11	5	5	5	5	5	5	4.5	4.75	5	1
"Silver, S."	60-210	11	5	5	5	5	5	5	4.5	4.75	5	1
Jacob Ciocci	60-210	9.13	4.75	4.88	4.88	4.88	4.86	4.88	4.75	4.88	4.75	1
J. Townsend	60-210	12.5	5	4.67	4.67	5	5	5	5	5	4.67	1
"Washko, A."	60-210	10.33	4.44	4.56	4.44	4.56	4.33	4.44	4.44	4.44	4.56	1
Angela Washko	60-210	10.33	4.44	4.56	4.44	4.56	4.33	4.44	4.44	4.44	4.56	1
Caroline Record	60-210	12.2	4.7	4.3	4.4	4.4	4.8	4.4	4.6	4.4	4.5	1
Eric Singer	60-210	9.88	4.56	3.89	4.11	4.11	4.44	4	4.67	4.33	4.22	1
Benjamin Kinsley	60-210	9.64	4.36	4.45	4.09	3.91	4.18	4.18	4.82	4.09	3.91	1
Golan Levin	60-212	15.79	4.95	4.82	4.67	4.69	4.89	4.81	4.67	4.86	4.97	2
"Levin, G."	60-212	15.79	4.95	4.82	4.67	4.69	4.89	4.81	4.67	4.86	4.97	2
Martha Rial	60-215	9	4.75	4.75	4.75	4.5	4.75	4.5	4.75	4.5	4.5	1
Spencer Diaz	60-220	11.23	4.46	4.46	4.54	4.85	4.54	4.54	4.62	4.46	4.54	1
"Momeni, A."	60-223	14.74	4.54	3.72	3.98	4.57	4.23	3.91	4.75	4.28	4.23	3
Ali Momeni	60-223	14.74	4.54	3.72	3.98	4.57	4.23	3.91	4.75	4.28	4.23	3
"Zeglin, G."	60-223	15.67	4.5	3.83	3.83	4.17	4	3.5	4.5	3.83	4.17	1
Garth Zeglin	60-223	15.67	4.5	3.83	3.83	4.17	4	3.5	4.5	3.83	4.17	1
"Mannino, J."	60-230	10.62	4.65	4.5	4.4	4.83	4.53	4.62	4.88	4.88	4.42	2
Joseph Mannino	60-230	10.62	4.65	4.5	4.4	4.83	4.53	4.62	4.88	4.88	4.42	2
Ron Bennett	60-230	5.86	4.18	4.25	4.25	3.96	4.29	4.61	4.93	4.21	4.21	2
"Wolmuth, D."	60-230	9.45	3.81	3.9	3.6	3.79	3.58	3.6	3.98	3.88	3.62	2
"Kumata, C."	60-230	8.43	4.14	3.86	4	4.14	4.29	3.86	4.43	4.14	3.57	1
Carol Kumata	60-230	8.43	4.14	3.86	4	4.14	4.29	3.86	4.43	4.14	3.57	1
Leo Hsu	60-231	5	5	5	5	5	5	5	5	5	5	1
T. Ross Mantle	60-233	11	5	5	5	5	5	5	5	5	5	1
T. Ross Mantle	60-240	11.75	5	4.75	4.75	5	5	5	5	5	5	2
"Prekop, M."	60-241	8.17	4.22	3.83	4.28	4.61	4.67	4.39	4.39	4.33	4.33	3
Martin Prekop	60-241	8.17	4.22	3.83	4.28	4.61	4.67	4.39	4.39	4.33	4.33	3
Jamie Gruzska	60-241	13.5	5	4.5	4.5	5	4.75	5	5	5	5	1
Elizabeth Griffin	60-241	12	4.67	4.33	4.33	3.67	4.67	4.33	4.67	4.33	4.67	1
Jamie Gruzska	60-244	6	5	4.33	4.67	5	5	5	5	5	4.67	1
Mark Perrott	60-245	8.5	5	5	5	5	5	5	5	5	5	3
Susanne Slavick	60-250	14.11	4.78	4.73	4.68	4.78	4.78	4.77	4.88	4.81	4.79	10
"Slavick, S."	60-250	14.11	4.78	4.73	4.68	4.78	4.78	4.77	4.88	4.81	4.79	10
"Merrell, C."	60-250	14.6	4.9	4.8	4.8	4.8	4.8	4.9	4.89	4.9	4.8	1
Clayton Merrell	60-250	14.6	4.9	4.8	4.8	4.8	4.8	4.9	4.89	4.9	4.8	1
Jamie Gruzska	60-250	10.14	5	4	4.14	4.57	5	4.43	5	4.57	4.71	1
"Bellan-Gillen, P."	60-250	10.63	4.88	4.75	4.88	4.63	4.63	4.5	4.88	4.63	4.63	1
Patricia Bellan-Gillen	60-250	10.63	4.88	4.75	4.88	4.63	4.63	4.5	4.88	4.63	4.63	1
Elizabeth Mooney	60-250	10.25	4.75	4	4.5	4.5	4.75	4.5	4.75	4.5	4.5	1
Devan Shimoyama	60-250	15.1	4.2	4.4	4.5	4.5	4.5	4.4	4.5	4.4	4.4	1
"Shimoyama, D."	60-250	15.1	4.2	4.4	4.5	4.5	4.5	4.4	4.5	4.4	4.4	1
Christopher Mcginnis	60-250	12.13	3.75	3.88	3.88	3.5	3.63	3.88	3.63	3.63	3.75	1
"Prekop, M."	60-250	9.2	3.6	3.8	3.4	4.6	4	3.8	3.8	4	3.6	1
Martin Prekop	60-250	9.2	3.6	3.8	3.4	4.6	4	3.8	3.8	4	3.6	1
Echo Eggebrecht	60-250	11.43	4.57	2.43	3	4.29	4.29	3.71	4.43	3.43	3.57	1
Ayanah Moor	60-251	10.24	4.37	4.42	4.35	3.98	4.31	4.46	3.87	4.13	4.05	6
"Moor, A."	60-251	10.24	4.37	4.42	4.35	3.98	4.31	4.46	3.87	4.13	4.05	6
Kimberly Beck	60-251	13.27	4.2	3.98	3.99	4.04	3.94	4.23	3.95	4.01	4.03	3
"Beck, K."	60-251	13.27	4.2	3.98	3.99	4.04	3.94	4.23	3.95	4.01	4.03	3
Cara Benedetto	60-251	13.25	4.95	4.65	4.8	4.7	4.8	4.8	4.8	4.9	4.9	2
Leah Mackin	60-251	13.04	4.75	4.73	4.75	4.69	4.54	4.75	4.83	4.75	4.75	2
Imin Yeh	60-251	13.78	4.89	4.67	4.67	4.22	4.56	4.89	4.22	4.67	4.67	1
James Roberts	60-257	7.08	4.89	4.86	4.75	4.74	4.49	4.82	4.82	4.71	4.75	6
James Southard	60-262	8	5	3	4	5	5	5	5	4	4	1
Elizabeth Griffin	60-265	8	4.5	3.5	4	4	4.5	5	5	4.5	4.5	1
Patricia Maurides	60-268	8	4.33	4.33	4.17	4.17	4	4.83	4.83	4.33	4.33	2
"Maurides, P."	60-268	8	4.33	4.33	4.17	4.17	4	4.83	4.83	4.33	4.33	2
"Rubin, J."	60-280	11.25	4.25	3.67	3.58	4.17	4.08	3.75	4	4.17	3.67	2
Jon Rubin	60-280	11.25	4.25	3.67	3.58	4.17	4.08	3.75	4	4.17	3.67	2
Joel Rubin	60-280	11.25	4.25	3.67	3.58	4.17	4.08	3.75	4	4.17	3.67	2
Lenka Clayton	60-280	10.85	4.49	3.96	4.06	4.06	3.92	4	4.62	4.19	3.23	2
"Momeni, A."	60-280	12.43	4.71	4.43	4.29	4.86	4.33	4	3.86	4.57	3.86	1
Ali Momeni	60-280	12.43	4.71	4.43	4.29	4.86	4.33	4	3.86	4.57	3.86	1
Paolo Pedercini	60-280	9	4.17	4.17	4.17	4.17	4.17	4	4.83	4.17	3.33	1
"Pedercini, P."	60-280	9	4.17	4.17	4.17	4.17	4.17	4	4.83	4.17	3.33	1
Leo Hsu	60-331	6.5	5	4	4	4	4.5	3.5	5	4	4	1
Spencer Diaz	60-333	11.23	4.75	4.93	4.93	4.8	5	5	4.88	5	4.88	2
Edith Balas	60-340	5	3	2	1	3	3	1	3	1	1	1
"Balas, E."	60-340	5	3	2	1	3	3	1	3	1	1	1
Egon Balas	60-340	5	3	2	1	3	3	1	3	1	1	1
Elaine King	60-346	7.25	4.5	4.5	4.5	4.5	4.25	4.5	5	4.5	4.25	1
Melissa Ragona	60-352	7.18	3.91	3.09	3.27	3	4.09	3.27	2.91	3.18	3.27	1
Melissa Ragona	60-353	6.88	4.5	3.88	4	3.88	4.63	4.63	4.75	4.38	4.13	1
Melissa Ragona	60-354	7.14	4.87	4.1	4.39	4.62	4.71	4.72	4.84	4.78	4.78	2
Judith Schachter	60-355	6.5	4.25	4	4.25	5	5	4.25	4.75	4.75	4.75	2
Edith Balas	60-357	8	3	3.5	3	3.5	3.5	3	2.5	2.5	3	1
"Balas, E."	60-357	8	3	3.5	3	3.5	3.5	3	2.5	2.5	3	1
Egon Balas	60-357	8	3	3.5	3	3.5	3.5	3	2.5	2.5	3	1
Patricia Maurides	60-358	8.4	5	4.77	4.67	4.14	4.61	4.67	4.93	4.73	4.7	6
"Maurides, P."	60-358	8.4	5	4.77	4.67	4.14	4.61	4.67	4.93	4.73	4.7	6
Edith Balas	60-359	5	4	3.67	3.67	3.67	4.33	4	3.67	4	4	1
"Balas, E."	60-359	5	4	3.67	3.67	3.67	4.33	4	3.67	4	4	1
Egon Balas	60-359	5	4	3.67	3.67	3.67	4.33	4	3.67	4	4	1
Hilary Robinson	60-360	5.43	4.54	4.33	4.5	4.29	4.68	4.57	4.93	4.39	4.29	2
Leo Hsu	60-361	6	4.5	4.33	4.17	3.5	4.33	4.67	4.83	4.33	4	1
Melissa Ragona	60-362	8.33	4.92	3.75	3.92	4.08	4.58	4.25	4.58	4.5	4.5	1
Melissa Ragona	60-366	6.5	4.6	4.2	4.1	4.5	4.8	4.6	4.4	4.5	4.6	1
Elaine King	60-366	9.5	4.5	4	4.17	4.17	4.67	4.5	4.67	4.5	4.33	1
Elaine King	60-367	5	3.25	1.75	1.75	2	2.75	2.25	3.75	1.75	2.25	1
Elaine King	60-368	5	4	4.5	4.5	4	3.5	4	4.5	4	3.5	1
Ayanah Moor	60-370	10.4	4	3.8	4.2	3.4	4.6	4.4	4	4	4	1
